Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2016,1192,T,M,29199,113829,114690,98491,95758,116319,171245,162693,136436,125187,115785,131839,137426,104459,73070,29189,40670,18811,11611
2016,1192,T,F,27505,107428,108688,94406,92169,114423,174151,164665,143997,134740,126877,152168,169673,145529,111736,52723,89895,51301,44148
2016,1192,U,B,46149,174285,173929,147270,140288,174727,278524,270953,227388,199907,176032,207170,230821,190938,141997,59828,87563,44684,35593
2016,1192,U,M,23737,89618,89202,75153,71064,86515,135297,132361,109148,94893,81163,91900,99107,77059,54867,21124,26561,11643,7467
2016,1192,U,F,22413,84667,84727,72117,69224,88212,143228,138592,118241,105014,94869,115270,131714,113879,87130,38704,61002,33042,28126
2016,1192,R,B,10554,46972,49449,45627,47639,56016,66872,56404,53045,60021,66630,76838,76279,59049,42809,22085,43003,25427,20167
2016,1192,R,M,5462,24211,25488,23338,24694,29805,35949,30332,27289,30295,34622,39939,38319,27400,18203,8065,14109,7168,4145
2016,1192,R,F,5092,22761,23961,22289,22945,26211,30923,26073,25757,29726,32009,36899,37960,31650,24606,14020,28894,18259,16022
2016,1194,T,B,21545,88203,94603,82999,72944,80308,115346,119346,108968,102862,91840,104373,122682,105736,73149,30150,41980,24491,17450
2016,1194,T,M,11041,45316,48587,41952,36508,40240,57595,59832,53417,49179,43405,46781,52599,43478,28666,10448,12188,5525,2879
2016,1194,T,F,10504,42888,46017,41047,36436,40069,57752,59514,55551,53683,48436,57592,70083,62258,44483,19703,29792,18967,14571
2016,1194,U,B,13865,53228,56052,52052,47132,56425,83534,83483,74399,67718,56178,62956,76066,66775,49762,21170,28479,15649,11661
2016,1194,U,M,7077,27267,28776,26293,23160,27292,39715,40345,35516,31405,25667,27265,31177,25946,18518,7094,8377,3586,2060
2016,1194,U,F,6788,25961,27276,25760,23972,29134,43820,43138,38883,36313,30512,35692,44890,40829,31244,14076,20102,12063,9601
2016,1194,R,B,7680,34976,38552,30947,25812,23883,31812,35863,34570,35144,35662,41417,46616,38961,23388,8981,13502,8842,5789
2016,1194,R,M,3964,18049,19811,15659,13348,12948,17880,19488,17901,17774,17738,19516,21422,17532,10149,3354,3811,1939,819
2016,1194,R,F,3716,16927,18741,15288,12465,10935,13932,16376,16669,17371,17924,21901,25194,21429,13239,5627,9691,6904,4970
2016,1197,T,B,16711,67335,73950,60408,55737,66358,100257,95598,87768,85176,83333,93273,97801,78235,58687,26408,39850,23673,17320
2016,1197,T,M,8674,34785,37708,30763,27921,33083,49926,48837,43187,40958,39820,44075,44143,33121,23136,9155,12022,6008,3356
2016,1197,T,F,8038,32550,36242,29646,27816,33275,50332,46761,44581,44218,43513,49199,53658,45114,35551,17253,27828,17665,13964
2016,1197,U,B,11022,43022,47599,37232,35477,44774,69759,67319,58418,51492,46626,52510,56006,46504,35045,15115,20430,9986,7744
2016,1197,U,M,5686,22313,24237,18810,17329,21132,32780,32388,27408,23432,20403,22637,23157,18282,13090,5024,6164,2576,1546
2016,1197,U,F,5336,20709,23363,18422,18149,23642,36979,34931,31010,28060,26223,29873,32849,28223,21955,10092,14266,7410,6198
2016,1197,R,B,5690,24313,26351,23176,20260,21584,30499,28279,29350,33684,36707,40764,41795,31731,23643,11293,19420,13687,9576
2016,1197,R,M,2988,12472,13471,11953,10593,11951,17146,16449,15779,17526,19417,21438,20986,14840,10047,4132,5858,3433,1810
2016,1197,R,F,2702,11841,12880,11224,9667,9633,13353,11830,13571,16158,17291,19326,20810,16891,13596,7161,13562,10255,7766
2016,1157,T,B,37785,151812,162373,139991,123208,137036,208320,217342,195579,188305,161033,173661,196233,175373,136494,56273,82049,42091,33403
2016,1157,T,M,19372,78287,83102,71336,62171,68788,103534,108400,94823,89669,75870,79468,85673,71036,51409,18629,22702,9706,6050
2016,1157,T,F,18413,73525,79271,68656,61037,68248,104786,108942,100756,98636,85163,94194,110561,104338,85086,37644,59348,32385,27353
2016,1157,U,B,28424,110897,119281,102727,96178,107548,163646,171131,152340,144241,119415,125380,141382,129274,104751,44805,64117,32129,25567
2016,1157,U,M,14632,56876,61099,52336,47746,52947,79605,83589,72628,67569,55015,55546,59270,50394,37963,14393,17488,7321,4698
2016,1157,U,F,13792,54022,58182,50391,48433,54602,84041,87543,79712,76672,64400,69835,82112,78880,66788,30412,46630,24809,20870
2016,1157,R,B,9361,40915,43092,37265,27030,29488,44674,46211,43239,44065,41619,48281,54851,46100,31744,11469,17932,9962,7836
2016,1157,R,M,4740,21411,22003,19000,14425,15842,23929,24812,22195,22100,20856,23922,26403,20642,13446,4237,5214,2386,1353
2016,1157,R,F,4621,19504,21089,18265,12605,13646,20745,21399,21045,21965,20763,24359,28449,25458,18298,7232,12718,7577,6484
2016,1133,T,B,15014,57396,68474,57113,48887,55965,89378,99825,93000,86106,75023,91279,115401,100281,74213,27066,46492,27950,21411
2016,1133,T,M,7620,29380,35182,29326,24928,28246,45236,50675,46216,41881,35786,42107,51708,42434,29658,9443,12954,6397,3719
2016,1133,T,F,7394,28016,33293,27788,23959,27719,44142,49150,46785,44226,39237,49172,63693,57847,44555,17623,33539,21554,17693
2016,1133,U,B,11858,44525,53508,43934,40335,45556,72451,81131,74625,66758,54474,63372,79555,71535,54823,20082,33943,19814,15800
2016,1133,U,M,6026,22825,27494,22485,20401,22594,35554,40088,36365,32023,25616,28353,34083,29039,21167,6921,9334,4487,2808
2016,1133,U,F,5832,21700,26014,21450,19934,22963,36897,41043,38260,34735,28858,35019,45472,42496,33657,13162,24609,15328,12993
2016,1133,R,B,3156,12871,14966,13179,8552,10409,16927,18695,18375,19349,20549,27907,35847,28746,19390,6984,12550,8136,5611
2016,1133,R,M,1595,6555,7688,6841,4527,5652,9682,10587,9851,9858,10170,13754,17626,13395,8492,2523,3620,1910,911
2016,1133,R,F,1562,6317,7279,6338,4025,4757,7245,8108,8525,9491,10379,14154,18221,15351,10899,4461,8930,6226,4700
2016,1122,T,B,39432,153571,168234,146647,135826,168133,263525,267090,240332,223478,203629,223162,264451,229322,180733,82035,123916,70880,51927
2016,1122,T,M,20275,78731,86555,75515,69859,85923,133739,133347,117942,106926,95788,101178,114425,91563,66607,26311,32776,16395,9636
2016,1122,T,F,19157,74840,81680,71133,65967,82210,129786,133744,122390,116552,107841,121984,150026,137759,114126,55724,91140,54485,42292
2016,1122,U,B,32958,122911,135104,117125,109934,136482,213387,219167,198283,181836,160190,171123,202440,179724,144325,65891,94333,50542,37503
2016,1122,U,M,16960,63059,69473,59949,55989,68849,105623,106966,95564,85842,74224,75582,84549,69332,51865,20935,24809,11628,7180
2016,1122,U,F,15998,59852,65631,57176,53945,67633,107764,112201,102719,95995,85966,95541,117891,110392,92461,44956,69524,38915,30323
2016,1122,R,B,6475,30660,33131,29523,25892,31651,50138,47923,42049,41642,43439,52039,62011,49599,36408,16144,29583,20338,14425
2016,1122,R,M,3316,15672,17082,15566,13871,17075,28116,26381,22378,21084,21564,25596,29876,22231,14743,5376,7967,4768,2456
2016,1122,R,F,3159,14988,16049,13957,12022,14577,22022,21543,19671,20558,21875,26443,32135,27368,21665,10768,21617,15570,11969
2016,1153,T,B,25102,105534,121927,104071,93798,105545,149001,157327,143359,131452,122042,142606,158504,129922,95390,42455,69848,30705,26120
2016,1153,T,M,12942,54322,62982,53818,48080,53002,74793,78092,69998,62412,57687,66094,71211,54736,37764,14609,20820,8197,5358
2016,1153,T,F,12160,51212,58945,50253,45718,52543,74208,79236,73361,69040,64355,76512,87293,75187,57626,27846,49029,22509,20762
2016,1153,U,B,13638,54535,68064,59156,53088,68694,102237,105353,91453,79823,68411,77282,88987,76297,58059,25358,39489,17487,15120
2016,1153,U,M,7077,28062,35122,30276,26983,33480,49643,51348,44194,37599,31753,34646,38024,30658,21947,8544,11233,4400,3002
2016,1153,U,F,6561,26473,32942,28880,26105,35215,52594,54005,47259,42224,36658,42636,50964,45639,36112,16814,28256,13088,12118
2016,1153,R,B,11464,50999,53863,44915,40710,36851,46764,51975,51906,51629,53631,65324,69517,53626,37332,17097,30360,13218,11000
2016,1153,R,M,5865,26261,27861,23542,21097,19523,25151,26744,25804,24813,25934,31448,33187,24078,15818,6065,9587,3797,2356
2016,1153,R,F,5599,24739,26003,21373,19613,17328,21614,25231,26102,26816,27697,33876,36330,29548,21514,11032,20773,9421,8644
2016,1156,T,B,13864,57288,68081,59559,55813,69455,104329,103645,96177,91506,87141,98894,111374,99050,82899,36707,55453,25350,21880
2016,1156,T,M,6996,29160,35114,30656,28678,35056,52297,52343,47273,44270,41518,45775,49638,40771,32143,12380,16183,6338,4057
2016,1156,T,F,6868,28128,32968,28904,27136,34399,52032,51302,48904,47237,45623,53119,61736,58280,50757,24327,39270,19012,17823
2016,1156,U,B,9557,39386,46382,40779,38963,48820,74580,74721,68373,63027,57648,63904,72360,66190,57326,24840,35562,15625,13894
2016,1156,U,M,4793,19881,23967,20904,19852,24289,36589,36920,33101,30076,26829,28488,30785,26277,21426,8280,10340,3839,2639
2016,1156,U,F,4764,19505,22416,19875,19111,24531,37991,37801,35272,32951,30820,35417,41575,39914,35900,16560,25222,11786,11255
2016,1156,R,B,4307,17903,21699,18781,16851,20635,29749,28924,27804,28479,29493,34990,39014,32860,25574,11867,19891,9725,7987
2016,1156,R,M,2203,9280,11147,9752,8826,10767,15708,15423,14172,14194,14690,17287,18853,14494,10717,4100,5843,2500,1419
2016,1156,R,F,2104,8623,10552,9029,8025,9868,14041,13501,13632,14286,14803,17703,20162,18366,14857,7767,14049,7226,6568
2016,1136,T,B,40389,156840,166867,147928,133401,174424,261753,270517,245112,234895,208309,220696,243670,223501,185854,86630,121462,52893,46029
2016,1136,T,M,20796,80558,86086,76124,69089,89048,132346,134762,118234,111118,98949,100507,105854,90073,69812,29778,36233,13884,9771
2016,1136,T,F,19593,76282,80781,71805,64312,85376,129407,135756,126878,123777,109360,120189,137817,133428,116042,56852,85229,39009,36259
2016,1136,U,B,33130,123742,131446,116612,106099,141596,214454,223214,202266,191364,165225,170791,189832,177778,150389,69520,95238,41597,36191
2016,1136,U,M,17029,63510,67673,59967,54952,71815,107561,109832,96325,89596,77292,76152,80129,69745,55082,23663,28079,10833,7715
2016,1136,U,F,16101,60232,63773,56645,51147,69781,106893,113383,105941,101769,87933,94639,109704,108033,95308,45857,67159,30765,28477
2016,1136,R,B,7259,33098,35421,31317,27302,32829,47299,47303,42846,43531,43085,49906,53838,45724,35465,17111,26224,11296,9838
2016,1136,R,M,3767,17048,18413,16157,14137,17234,24785,24930,21909,21523,21658,24355,25725,20329,14730,6116,8154,3052,2056
2016,1136,R,F,3492,16051,17008,15160,13165,15595,22514,22373,20937,22008,21427,25551,28113,25395,20735,10995,18070,8245,7782
2016,1163,T,B,27772,113320,129660,117268,114831,141459,204216,200612,184737,175563,165561,180910,191070,171438,142009,72481,105306,43151,36261
2016,1163,T,M,14311,58417,66468,60206,58657,71139,103239,100204,89838,84215,79109,83638,84770,71879,54713,24871,32208,11800,7937
2016,1163,T,F,13461,54903,63192,57062,56174,70321,100977,100409,94899,91348,86452,97272,106301,99559,87297,47610,73099,31351,28324
2016,1163,U,B,21349,81970,95355,86950,87158,109446,162412,158615,144916,134959,123767,131777,139457,128595,110433,55979,78958,32551,27481
2016,1163,U,M,11001,42384,48751,44503,44471,54546,80855,77885,69529,64064,58396,59391,60098,52477,41643,19089,23988,8843,6039
2016,1163,U,F,10349,39586,46604,42448,42687,54900,81557,80731,75387,70895,65371,72386,79359,76118,68791,36890,54971,23708,21442
2016,1163,R,B,6423,31351,34305,30318,27673,32013,41804,41997,39821,40604,41794,49133,51614,42843,31576,16502,26348,10600,8780
2016,1163,R,M,3311,16033,17717,15704,14186,16593,22384,22319,20310,20151,20713,24248,24672,19402,13070,5782,8220,2957,1898
2016,1163,R,F,3112,15318,16588,14615,13487,15421,19420,19678,19512,20454,21081,24886,26942,23442,18506,10720,18128,7643,6882
2016,1173,T,B,14621,58054,62537,54915,52076,67984,99940,96582,85424,82513,80940,98808,108164,92173,72067,32149,48328,23059,18626
2016,1173,T,M,7512,29729,32195,27923,26885,35392,51204,49755,41994,39222,37507,45020,48073,38582,27815,11064,14274,5979,3569
2016,1173,T,F,7109,28326,30342,26992,25191,32592,48736,46828,43430,43291,43433,53789,60092,53591,44252,21085,34055,17081,15057
2016,1173,U,B,11890,44162,47467,41104,38411,51836,79129,78043,67616,62680,59151,72048,78803,67707,53130,23253,33209,15219,12517
2016,1173,U,M,6099,22681,24450,20921,19895,26512,39739,39631,32921,29450,26912,31878,33904,27685,19926,7956,9704,3950,2398
2016,1173,U,F,5791,21482,23017,20183,18516,25324,39390,38413,34695,33230,32239,40170,44899,40022,33204,15297,23506,11269,10119
2016,1173,R,B,2731,13892,15070,13811,13665,16148,20811,18539,17808,19833,21789,26761,29362,24467,18937,8896,15119,7841,6110
2016,1173,R,M,1413,7048,7745,7002,6990,8880,11465,10124,9073,9773,10595,13142,14169,10897,7890,3109,4570,2029,1172
2016,1173,R,F,1318,6844,7326,6809,6675,7269,9346,8415,8735,10061,11194,13619,15193,13570,11048,5788,10549,5812,4938
2016,3400,T,B,176969,723411,772186,648387,568296,659642,1016218,1081810,964886,883900,758989,827446,920792,799172,588314,242099,367302,179787,140718
2016,3400,T,M,90802,371182,395869,330851,289790,335044,509311,537309,468645,423790,362052,382553,409698,331280,226832,82257,106035,44467,27366
2016,3400,T,F,86167,352229,376317,317537,278506,324599,506907,544501,496242,460111,396938,444893,511095,467893,361483,159842,261267,135321,113353
2016,3400,U,B,144771,576599,612289,516571,466385,546309,854818,914681,810861,733469,616227,654345,719162,627423,472111,196231,289765,139790,109689
2016,3400,U,M,74434,296150,313848,263245,236746,274182,422122,450175,391294,349340,292096,298552,313419,253820,177924,65626,82492,33988,21355
2016,3400,U,F,70337,280449,298441,253326,229639,272127,432696,464507,419567,384129,324132,355793,405743,373603,294187,130606,207273,105803,88334
2016,3400,R,B,32198,146812,159897,131817,101911,113333,161400,167129,154026,150432,142762,173101,201631,171750,116204,45868,77537,39997,31030
2016,3400,R,M,16368,75032,82021,67606,53044,60862,87189,87135,77351,74450,69956,84001,96279,77460,48908,16632,23543,10479,6011
2016,3400,R,F,15830,71780,77876,64211,48867,52472,74212,79995,76675,75982,72806,89100,105352,94290,67296,29237,53994,29518,25019
2016,1137,T,B,11028,46959,51233,42812,34899,39130,57545,60376,57787,55960,51110,61018,71639,66022,48834,20010,34410,16528,14068
2016,1137,T,M,5596,24031,26334,21723,17562,20003,29411,30389,28109,26464,24210,27975,31992,27574,19004,6800,10072,4247,2695
2016,1137,T,F,5432,22928,24899,21089,17338,19127,28134,29987,29679,29497,26901,33044,39647,38448,29831,13211,24339,12281,11373
2016,1137,U,B,7284,28752,31086,25670,23826,26678,40080,41538,38816,36038,30735,35113,40566,38767,30334,12394,20178,9448,8136
2016,1137,U,M,3693,14721,15859,12982,11680,13214,19697,20254,18394,16651,14116,15510,17154,15329,11312,4142,5737,2313,1553
2016,1137,U,F,3592,14032,15227,12688,12146,13464,20383,21285,20423,19388,16619,19603,23412,23438,19022,8252,14441,7135,6583
2016,1137,R,B,3744,18207,20147,17142,11073,12452,17465,18838,18971,19922,20376,25905,31073,27256,18500,7616,14233,7081,5932
2016,1137,R,M,1904,9311,10475,8742,5882,6789,9714,10136,9715,9813,10094,12465,14838,12246,7692,2658,4335,1934,1142
2016,1137,R,F,1840,8896,9673,8401,5192,5663,7751,8703,9256,10109,10282,13441,16235,15010,10809,4959,9898,5147,4790
2016,1165,T,B,60675,244546,252520,216972,194571,225279,348396,370089,336014,310106,259419,279055,320318,299189,232204,97274,149508,74999,58180
2016,1165,T,M,31192,125539,129509,111438,100386,115524,177160,184344,163111,148716,123053,127769,139666,122255,88543,32793,42553,18218,11084
2016,1165,T,F,29483,119007,123011,105534,94185,109755,171236,185746,172903,161391,136366,151287,180653,176934,143661,64481,106955,56781,47097
2016,1165,U,B,52168,204899,210028,181668,168694,195391,302185,323911,292562,267414,220338,231228,262663,246864,195119,82922,125283,62305,48122
2016,1165,U,M,26855,105295,107668,93027,86403,99040,151426,160125,141273,127381,103873,104506,112201,98974,72994,27608,35316,14996,9221
2016,1165,U,F,25313,99605,102360,88641,82291,96351,150759,163787,151289,140033,116465,126722,150462,147890,122126,55314,89968,47309,38901
2016,1165,R,B,8507,39647,42493,35304,25878,29888,46211,46178,43452,42692,39081,47827,57656,52325,37085,14352,24225,12694,10059
2016,1165,R,M,4337,20245,21841,18411,13983,16484,25735,24219,21838,21335,19180,23263,27465,23281,15550,5185,7238,3222,1863
2016,1165,R,F,4170,19403,20652,16893,11895,13405,20477,21959,21614,21358,19901,24565,30191,29044,21535,9168,16988,9472,8196
2016,1171,T,B,57882,236507,256781,212707,179439,201018,320330,357241,308547,274627,237443,261043,270686,197994,122752,44153,58945,28103,20522
2016,1171,T,M,29700,121279,131324,108425,90794,101326,158347,176771,150547,133128,114988,123499,125603,85756,49310,15436,17201,6778,3832
2016,1171,T,F,28182,115229,125457,104282,88645,99692,161983,180470,158000,141499,122456,137544,145083,112238,73443,28717,41744,21325,16690
2016,1171,U,B,46272,187113,200656,167324,142531,161748,264827,297629,255721,224721,191353,206986,211266,150618,93408,33465,41610,18663,13453
2016,1171,U,M,23777,95877,102581,85184,71840,80850,129507,146044,123954,108238,92283,96734,96567,63772,36632,11474,11820,4343,2463
2016,1171,U,F,22496,91237,98075,82140,70691,80898,135320,151585,131767,116484,99070,110252,114699,86846,56776,21992,29790,14321,10990
2016,1171,R,B,11610,49394,56125,45383,36908,39270,55503,59613,52826,49906,46091,54058,59420,47376,29345,10688,17335,9440,7069
2016,1171,R,M,5924,25402,28743,23241,18954,20476,28840,30727,26593,24891,22705,26766,29036,21984,12678,3963,5381,2435,1369
2016,1171,R,F,5686,23992,27382,22142,17955,18794,26663,28886,26233,25015,23386,27292,30384,25393,16667,6726,11954,7005,5700
2016,171,T,B,26440,110958,117871,101102,83791,89094,143539,164602,146169,129411,111984,122013,123600,81378,46310,15293,17230,7064,4379
2016,171,T,M,13586,56891,60417,51668,42705,44950,71270,81487,71320,62925,54787,58124,58281,35853,18743,5391,4993,1646,705
2016,171,T,F,12854,54067,57454,49434,41087,44144,72270,83115,74849,66487,57197,63889,65319,45526,27567,9902,12237,5419,3674
2016,171,U,B,24311,101859,107887,92310,77093,81521,132026,152697,135530,119259,102753,111948,113550,74679,42533,14008,15616,6313,3933
2016,171,U,M,12490,52172,55320,47161,39229,40884,64913,75088,65686,57573,50154,52966,53156,32706,17122,4940,4499,1475,625
2016,171,U,F,11822,49687,52568,45150,37864,40637,67113,77609,69844,61686,52600,58982,60395,41973,25411,9069,11117,4838,3308
2016,171,R,B,2129,9099,9984,8792,6699,7573,11514,11905,10639,10153,9231,10065,10050,6699,3778,1285,1614,752,446
2016,171,R,M,1096,4719,5098,4508,3476,4066,6357,6399,5635,5352,4634,5158,5126,3147,1621,451,494,171,80
2016,171,R,F,1033,4380,4887,4285,3223,3507,5157,5506,5005,4801,4597,4907,4924,3553,2157,834,1120,581,366
2016,271,T,B,7837,31916,38423,33449,28627,27755,43265,53006,49117,46002,39305,40863,36704,20283,9676,2897,2672,976,626
2016,271,T,M,4027,16284,19569,17105,14647,14234,21554,26409,24092,22524,19415,19940,17759,9101,3984,1003,689,197,124
2016,271,T,F,3811,15632,18854,16344,13980,13521,21711,26597,25025,23478,19890,20923,18945,11183,5693,1894,1983,780,502
2016,271,U,B,6182,25013,30722,27165,23272,22610,36844,46357,43262,40436,34167,35520,31879,17445,8310,2364,2189,714,468
2016,271,U,M,3196,12757,15614,13910,11949,11603,18215,23050,21231,19805,16925,17305,15413,7858,3395,804,565,129,81
2016,271,U,F,2986,12257,15108,13255,11323,11008,18629,23307,22032,20631,17242,18215,16466,9588,4915,1560,1624,585,388
2016,271,R,B,1656,6903,7701,6284,5355,5145,6421,6649,5855,5566,5138,5343,4826,2838,1367,533,483,262,158
2016,271,R,M,831,3528,3955,3195,2698,2632,3339,3359,2862,2719,2490,2635,2346,1243,589,199,124,68,43
2016,271,R,F,825,3376,3746,3089,2657,2513,3083,3290,2993,2847,2648,2708,2480,1595,778,334,359,195,115
2016,1175,T,B,47385,195399,211653,175898,159387,194217,289948,294104,262539,243208,211018,226330,258150,235968,184525,80663,124439,60158,47949
2016,1175,T,M,24315,100333,108702,89265,81049,98192,144393,145806,126879,115483,99802,103311,112438,95696,69976,27229,36209,15224,9756
2016,1175,T,F,23071,95066,102951,86633,78338,96025,145555,148299,135660,127725,111216,123019,145713,140273,114549,53434,88230,44934,38193
2016,1175,U,B,39047,155835,170521,141910,131335,162493,247726,251604,223762,205296,173803,181019,204668,191175,153250,67451,102694,49375,39978
2016,1175,U,M,20110,80259,87740,72052,66823,81079,121493,123753,107674,97071,81824,81803,87497,75746,56987,22402,29620,12336,8118
2016,1175,U,F,18937,75577,82781,69858,64512,81415,126234,127851,116089,108225,91979,99216,117171,115430,96263,45049,73075,37039,31861
2016,1175,R,B,8339,39564,41132,33988,28053,31724,42222,42501,38777,37912,37215,45312,53483,44793,31275,13212,21745,10784,7971
2016,1175,R,M,4205,20075,20962,17213,14226,17114,22900,22053,19206,18412,17978,21509,24941,19950,12989,4827,6590,2888,1639
2016,1175,R,F,4134,19490,20170,16776,13827,14610,19322,20448,19572,19501,19237,23803,28542,24843,18286,8385,15156,7896,6333
2016,3500,T,B,268584,1110999,1242850,1046196,914799,1086726,1597540,1667420,1482389,1340237,1128734,1242406,1453399,1250870,930756,381602,577083,288042,224661
2016,3500,T,M,137583,569486,637670,535680,466455,548327,797232,821748,715914,638138,534421,570641,640652,518750,359424,129860,170352,74295,46904
2016,3500,T,F,131001,541514,605180,510516,448345,538399,800308,845673,766475,702099,594313,671766,812747,732120,571332,251742,406731,213747,177757
2016,3500,U,B,194405,774327,860172,733571,669579,842703,1254847,1283974,1121494,998324,821327,871263,1000452,882925,684967,289814,426943,207760,164214
2016,3500,U,M,99578,397595,441390,374925,338645,417204,616210,625330,536242,469940,384132,391660,425464,352077,254660,96136,122988,51494,33733
2016,3500,U,F,94828,376733,418783,358646,330934,425499,638637,658645,585252,528384,437196,479603,574988,530848,430307,193679,303955,156267,130482
2016,3500,R,B,74179,336672,382678,312626,245221,244023,342693,383446,360896,341913,307407,371144,452948,367946,245789,91788,150140,80282,60447
2016,3500,R,M,38006,171891,196281,160756,127810,131123,181022,196418,179673,168198,150289,178981,215188,166674,104764,33724,47364,22802,13172
2016,3500,R,F,36173,164781,186397,151870,117411,112900,161671,187028,181223,173715,157118,192163,237760,201272,141025,58064,102776,57480,47276
2016,1184,T,B,3738,16787,19861,15581,11759,10879,15335,17786,15773,14367,11790,12777,14659,11672,7504,2502,3752,2185,1872
2016,1184,T,M,1938,8591,10051,7968,5917,5250,7362,8580,7640,6807,5528,5916,6760,5061,2996,884,1158,581,391
2016,1184,T,F,1800,8196,9810,7613,5843,5629,7973,9206,8133,7560,6263,6861,7899,6611,4508,1618,2595,1605,1481
2016,1184,U,B,984,4176,5029,5348,4567,4799,5581,5452,4846,4308,3039,3045,3527,3197,2298,818,1190,630,646
2016,1184,U,M,527,2165,2507,2688,2069,2078,2439,2457,2197,1882,1301,1336,1478,1286,867,267,354,147,119
2016,1184,U,F,457,2011,2523,2660,2498,2721,3143,2996,2649,2426,1739,1709,2050,1912,1431,551,836,484,527
2016,1184,R,B,2754,12611,14832,10233,7193,6080,9754,12334,10928,10059,8751,9732,11132,8475,5206,1685,2562,1555,1226
2016,1184,R,M,1411,6426,7545,5280,3848,3172,4924,6123,5443,4925,4227,4581,5282,3776,2129,618,804,434,272
2016,1184,R,F,1343,6186,7287,4953,3345,2909,4831,6211,5485,5134,4524,5152,5850,4699,3077,1067,1759,1121,954
2016,1181,T,B,16016,65754,78934,64564,52248,56193,87609,86625,74476,64152,52833,60068,67798,55771,38968,14827,23436,12088,8508
2016,1181,T,M,8136,33718,40394,33044,27168,29044,45035,42629,35901,30221,24477,27376,29974,23221,15305,5103,6925,3237,1896
2016,1181,T,F,7880,32036,38540,31521,25081,27149,42574,43996,38576,33931,28356,32692,37824,32550,23663,9724,16511,8851,6613
2016,1181,U,B,9126,37000,43833,37078,30719,36207,56960,54743,46332,38659,30161,32743,36795,31648,23597,9174,13963,6748,5061
2016,1181,U,M,4639,19009,22521,19046,15744,18331,29196,26288,21916,17655,13555,14244,15214,12354,8701,3079,3979,1715,1087
2016,1181,U,F,4487,17991,21312,18032,14975,17877,27765,28455,24416,21004,16606,18499,21582,19294,14896,6096,9985,5034,3974
2016,1181,R,B,6890,28754,35102,27487,21529,19986,30649,31882,28145,25494,22672,27325,31003,24123,15371,5653,9473,5340,3448
2016,1181,R,M,3497,14709,17873,13998,11424,10714,15840,16342,13985,12567,10922,13132,14761,10867,6605,2025,2946,1522,809
2016,1181,R,F,3393,14045,17229,13489,10106,9272,14810,15541,14160,12927,11751,14193,16243,13256,8767,3629,6527,3818,2639
2016,1193,T,B,7340,31495,37340,27006,19599,19623,27194,26804,22923,21344,19557,17926,14655,9457,7037,4116,3363,1273,787
2016,1193,T,M,3778,16142,19131,13777,10066,10172,13225,12842,10588,9453,8548,7746,6265,3889,2699,1497,1090,366,177
2016,1193,T,F,3562,15353,18209,13229,9533,9451,13969,13963,12335,11891,11010,10180,8390,5568,4338,2619,2273,907,610
2016,1193,U,B,3911,16488,18474,13202,9689,11994,17680,15790,13104,11735,10609,9451,7780,5105,3872,1969,1876,850,601
2016,1193,U,M,1970,8553,9521,6729,4735,5799,8294,7439,5933,5036,4440,3933,3235,2015,1435,662,561,231,133
2016,1193,U,F,1942,7936,8954,6473,4954,6196,9386,8352,7171,6699,6169,5518,4545,3090,2437,1308,1315,619,468
2016,1193,R,B,3429,15007,18866,13804,9910,7629,9514,11014,9820,9609,8948,8475,6875,4353,3166,2147,1487,424,187
2016,1193,R,M,1809,7590,9611,7048,5331,4373,4931,5403,4656,4418,4108,3813,3030,1874,1265,836,529,136,45
2016,1193,R,F,1620,7418,9255,6756,4579,3256,4583,5611,5164,5192,4841,4662,3845,2479,1901,1311,959,288,142
2016,1195,T,B,7897,33532,38794,30341,24582,27539,43367,47676,43104,38242,30519,33793,40437,36771,26044,9809,14212,7021,5836
2016,1195,T,M,4054,17044,20111,15579,12401,13615,20923,23364,20733,18122,14508,15356,17670,15172,10108,3441,4225,1868,1177
2016,1195,T,F,3843,16489,18683,14762,12181,13925,22444,24312,22371,20121,16011,18438,22767,21599,15936,6368,9988,5154,4659
2016,1195,U,B,5197,21918,24778,19185,17386,19338,30512,33860,30752,26910,20522,22023,26511,24952,18437,7066,9834,4710,4088
2016,1195,U,M,2676,11126,12884,9834,8475,9247,14473,16284,14531,12696,9615,9777,11181,9950,6947,2443,2936,1252,808
2016,1195,U,F,2522,10792,11894,9351,8911,10091,16039,17576,16221,14214,10907,12246,15330,15002,11490,4623,6898,3459,3280
2016,1195,R,B,2700,11615,14016,11156,7196,8201,12855,13816,12352,11333,9997,11770,13926,11820,7607,2743,4378,2311,1748
2016,1195,R,M,1378,5918,7227,5745,3926,4368,6450,7080,6202,5426,4894,5579,6489,5223,3161,998,1289,616,369
2016,1195,R,F,1322,5697,6789,5411,3270,3834,6405,6737,6150,5907,5104,6192,7437,6597,4446,1745,3090,1695,1379
2016,1101,T,B,29213,124986,141620,120903,107882,124208,172855,181220,168076,161456,134701,152123,198867,166626,128267,48300,79174,39535,34309
2016,1101,T,M,14853,63842,72833,62114,54633,63227,85514,88286,79860,76816,63654,70168,89210,70436,50585,16748,23843,10631,7179
