Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2012,1197,U,F,4667,18382,18976,15697,22240,35561,35175,30850,29054,26768,29624,33752,30357,24907,11715,16620,10825,7547,5237
2012,1197,R,B,6991,23745,25365,26927,24797,30996,34713,30414,34509,36815,41140,43702,35370,27889,13215,23663,20623,13968,7751
2012,1197,R,M,3542,12039,13083,13777,13484,16691,19332,16298,18072,19562,22168,22808,17404,12666,5432,8164,6003,3509,1129
2012,1197,R,F,3450,11706,12282,13150,11313,14305,15382,14116,16437,17253,18972,20894,17967,15223,7784,15499,14620,10459,6623
2012,1157,T,B,37785,135468,144135,130008,136142,194935,228434,201050,197583,171631,172991,206629,193362,163014,73569,100550,66137,48957,26710
2012,1157,T,M,19385,69353,73909,66187,69108,96519,114889,99261,95108,82234,81425,93816,82907,66682,27750,32151,18246,11393,4384
2012,1157,T,F,18401,66116,70226,63821,67034,98416,113545,101789,102475,89397,91566,112814,110455,96333,45819,68400,47891,37564,22326
2012,1157,U,B,26468,98080,105358,91967,104415,152925,177648,156304,152037,128869,125402,149069,142347,123914,58029,77937,50199,36213,20603
2012,1157,U,M,13615,50302,54013,46645,51953,74090,87527,75899,71951,60597,57313,65275,58827,48989,21263,24565,13681,8433,3527
2012,1157,U,F,12853,47778,51346,45323,52462,78836,90121,80405,80087,68272,68090,83794,83520,74926,36767,53372,36518,27780,17077
2012,1157,R,B,11318,37388,38777,38041,31727,42010,50786,44747,45546,42762,47589,57561,51015,39100,15540,22614,15939,12745,6107
2012,1157,R,M,5770,19051,19897,19543,17155,22430,27362,23362,23158,21637,24113,28541,24080,17693,6488,7586,4566,2961,858
2012,1157,R,F,5548,18338,18880,18498,14573,19581,23424,21385,22388,21125,23477,29020,26935,21407,9053,15028,11373,9784,5249
2012,1133,T,B,14029,58590,62649,55810,59325,87465,106172,97839,92282,80059,89881,120690,112538,90106,36190,56460,42261,31892,16875
2012,1133,T,M,7224,30099,32204,28533,30277,43710,54560,49353,45517,38938,42535,55931,50367,38639,14467,18078,11847,7106,2602
2012,1133,T,F,6806,28492,30445,27277,29048,43755,51612,48487,46765,41121,47347,64759,62171,51468,21723,38382,30414,24786,14273
2012,1133,U,B,10395,44598,47764,40969,47396,70752,84238,77822,71889,59125,62899,83389,79423,65833,26687,40297,29612,22321,12543
2012,1133,U,M,5340,22923,24529,20928,23957,34291,42197,38336,34941,28341,28963,37010,34153,27261,10444,12794,8190,4992,2096
2012,1133,U,F,5055,21675,23235,20042,23439,36462,42041,39487,36948,30784,33936,46379,45270,38572,16243,27504,21422,17330,10447
2012,1133,R,B,3635,13993,14885,14841,11929,16713,21934,20017,20393,20934,26983,37301,33115,24273,9503,16163,12649,9571,4332
2012,1133,R,M,1884,7176,7675,7605,6320,9420,12363,11017,10576,10597,13572,18921,16215,11378,4023,5285,3657,2114,506
2012,1133,R,F,1751,6817,7210,7236,5610,7294,9571,9000,9817,10337,13411,18380,16901,12896,5481,10878,8992,7457,3827
2012,1122,T,B,37432,137225,149887,136153,158457,252598,279791,247372,231812,213070,220465,273752,252821,211817,104698,149110,112189,76681,43073
2012,1122,T,M,19209,70658,77064,69801,81244,130034,141707,123299,112582,102369,103074,123594,107916,84623,38360,45537,30674,17754,7242
2012,1122,T,F,18223,66567,72824,66353,77213,122564,138084,124073,119230,110702,117391,150158,144905,127194,66338,103573,81515,58927,35832
2012,1122,U,B,29492,109608,120052,107004,127007,202398,226898,203841,190023,170102,170374,210813,198687,169373,84995,113383,80627,53880,31527
2012,1122,U,M,15189,56399,61686,54653,64719,101476,112361,99750,91082,80642,77758,92074,82222,66010,30762,34372,21884,12558,5722
2012,1122,U,F,14303,53209,58366,52351,62288,100923,114538,104091,98941,89461,92616,118739,116465,103363,54234,79011,58743,41322,25805
2012,1122,R,B,7941,27617,29836,29149,31450,50200,52893,43531,41789,42968,50091,62939,54134,42444,19703,35728,31562,22801,11546
2012,1122,R,M,4021,14259,15378,15148,16526,28559,29347,23550,21500,21727,25316,31520,25695,18613,7598,11166,8790,5196,1520
2012,1122,R,F,3920,13359,14458,14002,14925,21642,23546,19982,20289,21241,24775,31419,28440,23831,12105,24562,22773,17605,10027
2012,1153,T,B,26586,104049,109096,99608,109026,149317,169050,151695,139713,129379,143179,170638,144493,113967,53948,84677,52993,38332,20110
2012,1153,T,M,13655,53790,56189,51133,55614,75681,85236,75238,67146,62122,67797,79148,63753,48320,20866,28289,16455,9838,3646
2012,1153,T,F,12931,50259,52907,48475,53412,73636,83814,76457,72567,67257,75383,91490,80740,65647,33082,56389,36538,28495,16464
2012,1153,U,B,13388,58318,62091,53744,67437,102395,112533,98932,86968,74604,78558,96223,84574,68651,32543,47445,29756,21377,12151
2012,1153,U,M,6883,30202,31947,27660,33593,49553,55972,48883,41748,35458,36283,42772,35802,27930,12364,15278,8729,5244,2275
2012,1153,U,F,6506,28116,30144,26084,33844,52843,56561,50049,45220,39147,42275,53451,48773,40721,20179,32167,21028,16133,9876
2012,1153,R,B,13198,45731,47006,45864,41589,46922,56517,52763,52745,54775,64622,74415,59919,45316,21406,37232,23237,16955,7959
2012,1153,R,M,6773,23588,24242,23473,22021,26129,29265,26355,25398,26665,31514,36376,27951,20390,8502,13011,7727,4594,1371
2012,1153,R,F,6425,22143,22764,22391,19569,20793,27253,26408,27347,28110,33108,38039,31968,24926,12904,24222,15510,12362,6588
2012,1156,T,B,14071,56066,60879,56102,67223,101355,108612,98241,94177,90384,98045,115635,107264,96445,45337,69564,41573,30613,18955
2012,1156,T,M,7265,28969,31383,28856,34224,50567,55203,49263,46034,43634,46572,53343,46591,39857,17388,23066,12412,7494,3281
2012,1156,T,F,6806,27097,29496,27246,32999,50788,53409,48978,48143,46751,51473,62292,60674,56589,27949,46498,29161,23120,15674
2012,1156,U,B,9586,37797,41040,36558,46143,73054,77347,70390,65783,60994,64236,75502,71400,65977,31238,44024,25417,18114,12293
2012,1156,U,M,4945,19576,21127,18779,23346,36122,38718,34959,31872,28918,29536,33349,29829,26261,11746,14518,7438,4414,2254
2012,1156,U,F,4641,18222,19914,17779,22797,36933,38629,35431,33912,32076,34700,42153,41571,39716,19492,29506,17979,13700,10040
2012,1156,R,B,4485,18269,19839,19544,21080,28301,31266,27851,28394,29390,33809,40133,35864,30468,14099,25540,16156,12500,6662
2012,1156,R,M,2320,9394,10257,10077,10878,14446,16486,14304,14162,14716,17036,19994,16762,13596,5642,8548,4974,3080,1027
2012,1156,R,F,2165,8875,9583,9467,10202,13856,14780,13547,14232,14675,16773,20139,19103,16873,8457,16992,11182,9420,5635
2012,1136,T,B,37650,135131,151300,132074,159002,244705,279707,251507,242915,219335,218412,253485,239049,213308,107995,146952,86032,64260,35305
2012,1136,T,M,19270,69709,77885,68252,81346,124729,141100,123892,116727,105721,102468,114108,101641,85672,40966,49351,26128,16235,7035
2012,1136,T,F,18381,65422,73415,63823,77656,119976,138607,127615,126188,113614,115944,139378,137408,127636,67030,97601,59904,48025,28270
2012,1136,U,B,29632,106551,119343,102379,127581,201301,230040,208757,200394,177032,170816,198742,191338,173232,87614,114600,67400,49617,28023
2012,1136,U,M,15214,54865,61318,52951,64845,102480,115228,101747,95538,84406,78654,87193,79447,68070,32886,38022,20212,12425,5779
2012,1136,U,F,14418,51686,58025,49428,62736,98821,114813,107010,104856,92626,92162,111549,111891,105162,54729,76578,47188,37193,22244
2012,1136,R,B,8019,28580,31957,29696,31422,43405,49667,42750,42521,42303,47596,54743,47711,40076,20381,32352,18632,14643,7282
2012,1136,R,M,4056,14844,16567,15301,16502,22249,25873,22145,21189,21315,23814,26915,22194,17603,8080,11329,5916,3810,1256
2012,1136,R,F,3963,13736,15390,14395,14920,21156,23795,20606,21332,20988,23782,27829,25517,22474,12301,21024,12717,10833,6026
2012,1163,T,B,27647,105207,118336,111698,129526,195577,205490,186113,178458,169145,177965,199726,183340,159802,86780,127847,72658,51088,28928
2012,1163,T,M,14203,53943,60303,57125,65596,99127,103633,91523,85931,81299,83730,91555,79730,65215,32507,43210,22793,13470,5559
2012,1163,T,F,13445,51264,58033,54573,63930,96450,101858,94591,92528,87846,94236,108171,103610,94587,54273,84638,49865,37618,23370
2012,1163,U,B,19480,75529,85701,79714,96064,153477,158475,144413,136833,126685,129256,144865,135676,122197,67041,94055,53716,37520,21896
2012,1163,U,M,10032,38667,43581,40663,48387,77775,78973,70235,65195,60207,59397,64542,57209,48559,24802,31427,16604,9738,4306
2012,1163,U,F,9448,36863,42121,39051,47677,75702,79502,74178,71638,66478,69859,80324,78467,73638,42239,62628,37112,27782,17591
2012,1163,R,B,8168,29678,32635,31984,33462,42100,47016,41700,41626,42460,48710,54861,47665,37605,19739,33792,18942,13569,7032
2012,1163,R,M,4171,15277,16722,16462,17209,21352,24660,21288,20736,21092,24333,27013,22521,16656,7705,11783,6189,3733,1253
2012,1163,R,F,3997,14402,15913,15522,16253,20749,22356,20413,20890,21368,24377,27848,25144,20949,12034,22010,12753,9836,5779
2012,1173,T,B,14236,51851,56660,53524,64388,97171,104082,88915,85106,83273,97112,114483,102393,84421,40391,59185,37056,27642,14553
2012,1173,T,M,7294,26699,28959,27429,33218,48938,53640,44370,41041,39156,45172,52533,45224,34993,15656,19852,11240,6738,2603
2012,1173,T,F,6943,25152,27701,26095,31170,48233,50443,44545,44065,44117,51940,61950,57170,49428,24735,39334,25816,20904,11951
2012,1173,U,B,10531,38760,42105,38226,47113,74475,82386,70149,65132,61486,70815,83924,75188,62264,29544,40110,24350,17633,10015
2012,1173,U,M,5411,19980,21473,19601,24108,37191,42060,34776,31130,28555,31996,37424,32328,25150,11361,13268,7373,4204,1896
2012,1173,U,F,5121,18780,20632,18625,23005,37285,40326,35373,34002,32931,38819,46500,42860,37114,18184,26842,16977,13429,8119
2012,1173,R,B,3705,13091,14555,15298,17275,22696,21697,18766,19974,21787,26297,30560,27206,22158,10847,19076,12706,10010,4539
2012,1173,R,M,1883,6719,7486,7828,9110,11748,11580,9594,9911,10601,13176,15109,12896,9843,4296,6584,3867,2535,707
2012,1173,R,F,1822,6372,7069,7471,8166,10948,10117,9172,10063,11186,13122,15451,14310,12315,6551,12492,8839,7475,3832
2012,3400,T,B,176522,631422,669365,582167,619323,926548,1103918,993102,923252,800819,816613,982437,885758,708413,313370,439393,284783,200991,110409
2012,3400,T,M,90637,323836,342218,297613,316500,465648,554929,490596,448902,389034,387312,452900,388212,294394,119503,144716,82940,48733,19634
2012,3400,T,F,85885,307587,327148,284555,302823,460900,548990,502506,474350,411786,429302,529537,497546,414020,193868,294678,201843,152258,90775
2012,3400,U,B,138184,494148,526269,453832,500880,766908,918116,829747,765393,652953,647500,769782,693131,563632,252676,343577,219683,153339,86628
2012,3400,U,M,71011,253489,269000,231793,253906,380716,457851,407426,369722,315324,303626,348357,297360,229414,94773,111751,62945,36641,15966
2012,3400,U,F,67173,240659,257270,222040,246974,386192,460265,422321,395671,337630,343875,421425,395772,334219,157903,231827,156738,116698,70662
2012,3400,R,B,38338,137274,143096,128335,118443,159641,185802,163356,157860,147866,169113,212655,192627,144781,60694,95816,65100,47652,23781
2012,3400,R,M,19626,70347,73218,65820,62595,84933,97078,83171,79180,73710,83686,104543,90853,64980,24730,32965,19995,12092,3668
2012,3400,R,F,18712,66928,69878,62515,55849,74708,88725,80185,78680,74156,85427,108112,101774,79801,35965,62851,45105,35560,20113
2012,1137,T,B,11882,43864,46564,41641,42532,60394,67127,61796,59701,54926,60166,75446,72694,59996,26398,42520,26915,20368,11480
2012,1137,T,M,6152,22501,23757,21150,21751,30609,34347,30671,28768,26402,28290,35068,32053,25133,10126,14218,8249,5102,1868
2012,1137,T,F,5731,21363,22807,20492,20781,29785,32781,31125,30933,28524,31876,40378,40641,34863,16272,28303,18666,15266,9612
2012,1137,U,B,6955,26122,27569,23636,26706,40421,44403,40950,38519,33494,34745,42528,41995,36346,16307,24373,15073,11085,6819
2012,1137,U,M,3620,13330,14003,11974,13444,20022,22128,19767,18081,15659,15763,18830,17568,14605,6110,7981,4442,2673,1187
2012,1137,U,F,3336,12793,13566,11663,13262,20399,22275,21183,20438,17835,18983,23698,24427,21741,10198,16393,10631,8412,5632
2012,1137,R,B,4927,17742,18995,18005,15826,19973,22725,20846,21182,21432,25421,32918,30699,23650,10091,18147,11842,9283,4661
2012,1137,R,M,2532,9172,9754,9176,8307,10587,12219,10904,10687,10743,12528,16238,14485,10528,4017,6237,3807,2429,681
2012,1137,R,F,2395,8571,9241,8829,7519,9386,10506,9942,10495,10689,12893,16680,16214,13122,6075,11910,8036,6854,3980
2012,1165,T,B,59452,208598,222706,191904,211004,323662,380420,345734,326020,276521,276050,335412,324539,274858,125199,179723,118890,84288,46609
2012,1165,T,M,30523,106933,113853,98456,108641,165866,192120,170733,158330,133116,129549,151327,139133,112129,47080,58062,33790,20087,8259
2012,1165,T,F,28929,101665,108854,93448,102363,157797,188300,175002,167691,143405,146501,184085,185406,162730,78119,121662,85100,64202,38350
2012,1165,U,B,49174,171468,183571,158132,179964,276368,328125,299384,280954,235869,229568,275742,266731,229514,106122,149616,98195,69034,38809
2012,1165,U,M,25234,87906,93863,80977,92002,139295,164431,147049,135478,112698,106470,122007,112133,91973,39318,47886,27622,16361,7068
2012,1165,U,F,23940,83562,89709,77156,87962,137073,163695,152335,145476,123171,123098,153735,154599,137542,66804,101730,70574,52674,31741
2012,1165,R,B,10279,37130,39135,33772,31040,47295,52295,46350,45067,40652,46483,59670,57808,45344,19077,30108,20695,15254,7800
2012,1165,R,M,5290,19027,19990,17479,16639,26571,27690,23684,22852,20418,23079,29320,27001,20156,7762,10176,6168,3726,1191
2012,1165,R,F,4989,18103,19145,16293,14401,20724,24606,22667,22215,20234,23404,30350,30808,25188,11315,19932,14527,11528,6609
2012,1171,T,B,56785,205543,219042,187881,188377,270957,352300,314584,283692,246416,257708,301317,232854,154658,58440,69930,42613,29040,15447
2012,1171,T,M,29149,105344,112141,95861,95936,134545,176402,156226,139470,122269,124959,144201,107070,67671,23277,23857,12315,7014,2525
2012,1171,T,F,27636,100199,106901,92020,92441,136413,175898,158358,144222,124147,132749,157116,125784,86987,35163,46073,30299,22027,12922
2012,1171,U,B,44098,158857,170310,145192,148498,220767,289358,259242,231337,198668,204024,237001,178397,116901,43806,48632,27588,17927,9882
2012,1171,U,M,22628,81383,87263,73993,75067,108453,143872,127979,112997,98382,97933,111958,80876,50257,17160,16308,7735,4156,1665
2012,1171,U,F,21470,77474,83047,71199,73432,112314,145486,131263,118341,100287,106091,125043,97521,66644,26647,32324,19854,13771,8218
2012,1171,R,B,12687,46686,48732,42689,39879,50191,62942,55342,52355,47748,53684,64316,54457,37757,14634,21299,15025,11113,5565
2012,1171,R,M,6521,23961,24878,21869,20870,26092,32530,28247,26474,23888,27026,32243,26194,17414,6117,7550,4580,2858,861
2012,1171,R,F,6167,22726,23854,20821,19010,24099,30412,27095,25881,23861,26658,32073,28263,20344,8517,13749,10445,8256,4705
2012,171,T,B,26839,95016,103637,89757,84834,116707,163366,150370,134743,117037,121387,142028,102271,62359,21555,21600,11146,6366,3052
2012,171,T,M,13756,48752,53193,45958,43421,58186,82002,74419,66237,58571,59023,68138,47803,27574,8690,7363,3140,1381,444
2012,171,T,F,13084,46264,50444,43799,41413,58521,81364,75952,68507,58466,62364,73890,54469,34786,12865,14237,8006,4985,2608
2012,171,U,B,24350,86659,94383,81784,77701,106875,150679,138955,124035,107340,111067,130308,93813,57177,19709,19571,9888,5623,2754
2012,171,U,M,12483,44467,48477,41840,39725,52922,75038,68274,60489,53550,53629,62027,43568,25178,7928,6660,2794,1201,399
2012,171,U,F,11867,42193,45906,39944,37976,53953,75641,70681,63546,53791,57438,68281,50245,31999,11781,12911,7095,4422,2355
2012,171,R,B,2489,8357,9254,7973,7134,9832,12687,11416,10708,9697,10320,11720,8458,5183,1846,2029,1258,744,299
2012,171,R,M,1273,4286,4716,4118,3696,5264,6964,6145,5748,5022,5395,6112,4235,2396,762,703,347,180,45
2012,171,R,F,1217,4071,4538,3855,3438,4568,5723,5271,4961,4675,4926,5609,4224,2787,1084,1326,911,564,254
2012,271,T,B,7822,31584,36147,33302,31405,35534,54441,53092,50324,44506,44917,50424,31662,16185,4951,3860,1842,983,516
2012,271,T,M,4033,16145,18381,17034,16111,18447,27913,27030,25451,23113,22650,25342,15366,7409,2051,1281,476,214,73
2012,271,T,F,3789,15440,17767,16269,15294,17088,26529,26062,24873,21394,22267,25082,16296,8776,2900,2579,1366,769,443
2012,271,U,B,6089,25192,29142,26694,25671,29816,47094,46530,44111,38609,38937,43964,27520,14007,4155,3159,1403,718,399
2012,271,U,M,3126,12829,14867,13666,13152,15363,24044,23653,22196,20064,19556,22025,13397,6393,1712,1056,365,126,46
2012,271,U,F,2963,12363,14275,13028,12519,14453,23050,22877,21915,18545,19381,21939,14123,7614,2444,2103,1038,592,353
2012,271,R,B,1734,6393,7006,6609,5735,5718,7348,6563,6214,5898,5980,6460,4142,2178,796,701,440,265,117
2012,271,R,M,908,3316,3514,3368,2959,3084,3869,3378,3256,3049,3094,3317,1969,1016,340,225,111,88,28
2012,271,R,F,826,3077,3492,3241,2776,2635,3479,3185,2958,2849,2887,3143,2173,1162,456,477,329,177,90
2012,1175,T,B,48403,173418,181054,160742,177410,271536,304072,270988,253840,222957,222690,270263,255672,218902,103334,147220,96366,67295,36874
2012,1175,T,M,24814,89058,92468,82147,90173,134630,152061,132967,122335,107247,104514,122304,109957,89462,39020,48580,28588,16531,6983
2012,1175,T,F,23589,84360,88586,78596,87238,136906,152011,138022,131505,115710,118177,147959,145715,129440,64314,98641,67778,50764,29891
2012,1175,U,B,37958,137702,144820,126873,145712,229353,256231,230171,214583,184923,179164,214511,206009,180872,86441,120957,78828,55293,31118
2012,1175,U,M,19530,70871,73872,64850,73393,112946,127422,112631,103167,88585,83460,95562,86783,72580,32186,39577,23147,13451,6047
2012,1175,U,F,18428,66831,70948,62023,72319,116407,128810,117540,111416,96338,95704,118949,119226,108293,54255,81381,55681,41842,25071
2012,1175,R,B,10445,35716,36235,33870,31699,42183,47841,40818,39257,38034,43527,55752,49663,38030,16893,26263,17538,12002,5756
2012,1175,R,M,5284,18188,18597,17297,16780,21684,24639,20336,19168,18662,21054,26742,23174,16883,6834,9003,5441,3080,937
2012,1175,R,F,5161,17529,17638,16573,14919,20500,23202,20482,20089,19373,22473,29010,26490,21148,10059,17260,12098,8923,4820
2012,3500,T,B,276036,1026920,1084607,941821,1028297,1546910,1726227,1561453,1415174,1204504,1226278,1530264,1400868,1120906,495194,699520,463196,322836,174022
2012,3500,T,M,141439,526538,556270,481997,523695,780450,866049,768373,683473,579956,578765,698643,611217,464655,188825,233949,139782,83586,32553
2012,3500,T,F,134597,500382,528337,459824,504603,766460,860178,793080,731701,624548,647513,831622,789651,656252,306369,465572,323414,239250,141469
2012,3500,U,B,187885,702662,744494,634798,750984,1217977,1312099,1177742,1054792,882916,864925,1055072,975389,808429,370153,508135,328136,226173,128004
2012,3500,U,M,96552,360640,381717,324974,377668,606696,652768,575017,504307,420930,401267,467557,410499,322870,137165,165582,95295,56264,24685
2012,3500,U,F,91333,342022,362777,309824,373317,611281,659331,602725,550485,461986,463659,587515,564890,485560,232988,342554,232842,169909,103320
2012,3500,R,B,88152,324258,340113,307024,277313,328934,414128,383711,360382,321588,361353,475193,425479,312477,125041,191385,135060,96663,46018
2012,3500,R,M,44887,165898,174553,157024,146027,173755,213281,193356,179167,159026,177499,231086,200718,141785,51660,68367,44488,27322,7869
2012,3500,R,F,43265,158361,165560,150000,131286,155179,200847,190355,181216,162562,183854,244107,224762,170692,73381,123018,90572,69341,38149
2012,1184,T,B,4448,16655,16699,13752,12089,14144,18502,16682,15346,12667,12779,15575,13421,9425,3448,4624,3414,2795,1426
2012,1184,T,M,2255,8454,8512,7011,5999,6658,9088,8199,7353,6006,6122,7364,6049,4069,1355,1609,1084,767,258
2012,1184,T,F,2193,8201,8187,6742,6090,7486,9414,8483,7993,6662,6658,8211,7373,5356,2093,3015,2330,2029,1168
2012,1184,U,B,1053,3830,4194,3391,5284,6771,5574,4813,4446,3341,3048,3608,3473,2760,1088,1409,971,900,525
2012,1184,U,M,554,1947,2117,1726,2349,2730,2604,2188,1967,1478,1398,1569,1474,1123,405,468,282,211,97
2012,1184,U,F,499,1883,2078,1665,2936,4041,2970,2625,2479,1864,1650,2040,2000,1637,684,942,690,690,429
2012,1184,R,B,3396,12825,12505,10362,6805,7374,12928,11869,10901,9326,9732,11967,9948,6665,2360,3215,2443,1895,901
2012,1184,R,M,1702,6507,6396,5285,3650,3928,6484,6011,5386,4528,4724,5796,4575,2946,951,1141,803,556,162
2012,1184,R,F,1694,6319,6110,5077,3155,3446,6444,5858,5515,4798,5008,6172,5373,3720,1409,2074,1641,1339,740
2012,1181,T,B,16433,64949,66540,55643,54545,87112,91869,78596,68830,56543,60103,72516,63419,48267,19080,28538,19271,12617,6418
2012,1181,T,M,8356,33271,34019,28665,27820,46866,46100,38444,33037,26911,28336,33172,27834,20236,7454,9564,5870,3432,1317
2012,1181,T,F,8077,31678,32522,26978,26725,40246,45769,40152,35793,29632,31768,39344,35586,28031,11626,18974,13401,9185,5101
2012,1181,U,B,9074,35604,37230,30064,32661,58360,57660,49202,42129,33145,33182,39645,35509,28553,11740,16626,10586,6978,3963
2012,1181,U,M,4645,18363,19052,15489,16328,31904,28760,23821,19847,15446,15133,17126,14763,11318,4465,5400,3031,1758,842
2012,1181,U,F,4429,17241,18178,14575,16333,26456,28900,25381,22282,17700,18049,22520,20747,17235,7275,11226,7555,5221,3121
2012,1181,R,B,7359,29345,29311,25579,21885,28753,34209,29394,26702,23398,26922,32871,27910,19714,7340,11912,8685,5639,2455
2012,1181,R,M,3711,14908,14967,13176,11492,14963,17340,14623,13191,11466,13203,16047,13071,8918,2989,4164,2839,1675,475
2012,1181,R,F,3649,14437,14344,12403,10393,13790,16869,14771,13511,11932,13719,16825,14839,10796,4351,7748,5846,3964,1980
2012,1193,T,B,8316,31448,29514,23718,23418,24593,28527,24402,22512,21122,19542,17142,12029,8945,5547,5255,2384,1368,616
2012,1193,T,M,4378,16123,15141,12062,12071,12260,13864,11578,10253,9411,8676,7469,5188,3681,2219,1894,800,375,120
2012,1193,T,F,3939,15325,14373,11657,11348,12333,14663,12825,12260,11711,10867,9674,6841,5265,3328,3361,1584,993,496
2012,1193,U,B,4434,15325,14348,11444,12209,16357,16531,13945,12407,11541,10410,9092,6417,4879,2641,2703,1441,940,469
2012,1193,U,M,2401,7912,7350,5755,6083,7802,7985,6652,5594,5007,4496,3863,2674,1933,994,899,443,243,84
2012,1193,U,F,2033,7414,6998,5689,6126,8555,8547,7293,6813,6534,5914,5229,3744,2946,1647,1804,999,698,385
2012,1193,R,B,3883,16123,15166,12274,11209,8237,11996,10457,10106,9581,9132,8051,5612,4066,2906,2553,943,428,148
2012,1193,R,M,1977,8212,7791,6307,5988,4458,5880,4926,4659,4404,4180,3606,2514,1748,1225,996,358,133,37
2012,1193,R,F,1906,7912,7375,5968,5222,3779,6117,5532,5447,5177,4953,4445,3098,2319,1681,1557,585,295,111
2012,1195,T,B,8277,31309,31536,26974,27883,39766,47989,44563,40462,32286,32923,42104,40326,32011,12329,17749,11489,8639,4470
2012,1195,T,M,4202,16114,16287,13740,14174,19166,23903,21914,19420,15634,15341,19053,17405,13230,4805,6024,3479,2231,782
2012,1195,T,F,4075,15195,15249,13234,13709,20600,24086,22649,21042,16652,17582,23052,22922,18782,7524,11725,8010,6408,3688
2012,1195,U,B,5079,19565,19887,16788,18488,27727,33443,31845,28626,21935,21661,27483,27107,22217,8766,12133,7529,5845,3130
2012,1195,U,M,2573,10095,10264,8508,9276,13234,16546,15511,13698,10514,9905,12073,11308,8969,3313,4124,2264,1474,565
2012,1195,U,F,2507,9470,9623,8281,9212,14493,16897,16334,14928,11421,11756,15410,15799,13248,5453,8009,5265,4371,2565
2012,1195,R,B,3198,11744,11650,10186,9396,12039,14546,12718,11836,10351,11262,14622,13220,9794,3563,5616,3961,2794,1340
2012,1195,R,M,1629,6019,6024,5233,4899,5932,7357,6403,5722,5120,5436,6980,6097,4261,1492,1900,1215,757,218
2012,1195,R,F,1569,5725,5626,4954,4497,6107,7189,6315,6114,5231,5826,7642,7123,5534,2071,3716,2746,2038,1123
2012,1101,T,B,31530,118294,127398,112625,117346,173032,195631,183824,173501,146917,149188,206028,191641,155939,65712,97501,64604,49570,27107
2012,1101,T,M,16139,60710,65655,57253,60055,85935,97646,89616,83612,70330,70612,95277,85165,66151,25679,33228,20327,13165,4925
2012,1101,T,F,15392,57585,61743,55372,57292,87097,97985,94209,89890,76587,78576,110752,106476,89788,40033,64273,44277,36405,22182
2012,1101,U,B,16603,61867,66248,55752,68390,121322,122464,109125,99704,82630,78159,101421,95307,82232,37010,51758,32716,25063,14902
2012,1101,U,M,8536,31682,34050,28196,34017,58803,60818,52874,47524,39037,36240,44935,40180,32922,13866,16914,9532,6161,2814
2012,1101,U,F,8067,30186,32198,27556,34373,62519,61646,56251,52181,43593,41920,56486,55127,49311,23145,34844,23184,18902,12088
2012,1101,R,B,14928,56427,61150,56873,48957,51710,73167,74700,73797,64287,71029,104608,96334,73707,28702,45743,31888,24507,12205
2012,1101,R,M,7603,29028,31605,29057,26038,27132,36828,36742,36088,31293,34373,50342,44985,33230,11814,16314,10795,7004,2111
2012,1101,R,F,7325,27399,29545,27816,22919,24578,36339,37958,37709,32994,36657,54266,51349,40477,16888,29429,21093,17503,10094
2012,1176,T,B,16364,65715,71491,63886,66603,98383,100407,91033,80813,64907,64240,79937,74307,56007,22727,31896,21367,14403,6967
2012,1176,T,M,8442,33559,36534,32945,34040,53658,50728,45270,39523,31309,30671,36673,32701,23724,8999,10596,6386,3872,1482
2012,1176,T,F,7922,32156,34957,30941,32563,44726,49679,45763,41290,33599,33569,43265,41606,32283,13729,21301,14981,10531,5485
2012,1176,U,B,10660,42141,46394,39706,44726,71172,69464,63155,55689,43492,40653,49956,47442,37784,15846,21214,13605,9245,4768
2012,1176,U,M,5501,21537,23872,20651,22442,38434,34701,31070,26876,20606,18968,21987,19849,15272,6093,6818,3895,2326,1026
2012,1176,U,F,5159,20604,22522,19055,22284,32738,34764,32086,28813,22887,21685,27969,27593,22512,9753,14397,9710,6919,3742
2012,1176,R,B,5704,23575,25097,24180,21877,27212,30943,27878,25125,21415,23588,29982,26866,18223,6882,10682,7762,5158,2200
2012,1176,R,M,2941,12022,12662,12294,11598,15224,16027,14200,12647,10703,11703,14686,12853,8452,2906,3778,2492,1546,456
2012,1176,R,F,2763,11553,12436,11886,10279,11988,14916,13678,12478,10712,11885,15296,14013,9771,3976,6904,5271,3613,1744
2012,1104,T,B,39386,143245,153209,136341,155902,229395,261497,237895,215150,185286,189234,224810,205190,162553,72015,103222,63643,42838,22544
2012,1104,T,M,20187,73818,78437,69460,79234,114853,131413,117646,104468,90247,89764,102909,89424,66993,27204,34915,19093,10890,4124
2012,1104,T,F,19199,69427,74772,66881,76668,114543,130085,120249,110682,95039,99470,121902,115767,95560,44811,68307,44551,31948,18420
2012,1104,U,B,28792,105985,112842,99338,124246,188428,210710,190383,171314,145388,143239,165835,149478,121594,55670,78386,46741,30615,16806
2012,1104,U,M,14760,54625,57776,50694,62633,92769,104232,92701,81830,70018,66828,73949,62959,48178,20376,25935,13661,7477,3199
2012,1104,U,F,14032,51360,55066,48644,61613,95660,106479,97683,89484,75370,76411,91886,86519,73417,35295,52451,33080,23138,13607
