date,region,total_accounts,total_in_credit_org,clients-legal entities that are not credit institutions,individual clients,"The number of accounts opened by institutions of the banking system, per 1 resident, units."
01.01.2018,Липецкая область,"5018,3","5017,4","25,4",4992,"4,3"
01.01.2018,Магаданская область,"1199,3","1199,2",5,"1194,2","8,1"
01.01.2018,г. Москва и Московская область,"309695,7","309612,1","2769,2","306842,9","15,9"
01.01.2018,Мурманская область,"3533,3","3533,2","16,5","3516,7","4,6"
01.01.2018,Нижегородская область,"18455,4","18454,7","343,2","18111,5","5,6"
01.01.2018,Новгородская область,"2431,6","2431,3","16,8","2414,5","3,9"
01.01.2018,Новосибирская область,28032,28031,"425,4","27605,6","10,2"
01.01.2018,Омская область,"8466,3","8465,3","47,5","8417,8","4,3"
01.01.2018,Оренбургская область,"8315,4","8314,6","36,3","8278,3","4,2"
01.01.2018,Орловская область,"3257,4","3256,7","20,4","3236,3","4,3"
01.01.2018,Пензенская область,"5393,4","5392,6","37,1","5355,5",4
01.01.2018,Пермский край,"9896,9","9896,1","97,9","9798,2","3,8"
01.01.2018,Приморский край,"8905,4",8905,"106,5","8798,6","4,6"
01.01.2018,Псковская область,"2359,2","2358,9","15,9",2343,"3,6"
01.01.2018,Республика Адыгея (Адыгея),"1317,9","1317,7","7,3","1310,4","2,9"
01.01.2018,Республика Алтай,"698,6","698,4","5,1","693,3","3,3"
01.01.2018,Республика Башкортостан,"18262,7","18261,5","150,3","18111,3","4,5"
01.01.2018,Республика Бурятия,"4031,1","4030,4","35,7","3994,7","4,1"
01.01.2018,Республика Дагестан,"4445,9","4444,3","29,3",4415,"1,5"
01.01.2018,Республика Ингушетия,"704,1",704,"7,2","696,7","1,5"
01.01.2018,Республика Калмыкия,"941,8","941,6","4,6","936,9","3,4"
01.01.2018,Республика Карелия,"2384,1","2383,8",18,"2365,8","3,8"
01.01.2018,Республика Коми,"4024,7","4024,5","25,4","3999,1","4,7"
01.01.2018,Республика Крым,"4131,1","4130,4","153,4",3977,"2,2"
01.01.2018,Республика Марий Эл,"2380,2","2379,9","10,7","2369,2","3,5"
01.01.2018,Республика Мордовия,"3682,9","3681,8","20,2","3661,6","4,6"
01.01.2018,Республика Саха (Якутия),4276,4275,"49,5","4225,5","4,5"
01.01.2018,Республика Северная Осетия-Алания,"2277,7","2277,5","8,4","2269,1","3,2"
01.01.2018,Республика Татарстан (Татарстан),"18324,7","18323,6","154,1","18169,5","4,8"
01.01.2018,Республика Тыва,971,"970,6","7,5","963,1","3,1"
01.01.2018,Республика Хакасия,"1902,3",1902,"14,3","1887,7","3,6"
01.01.2018,Ростовская область,"19486,4",19485,"279,1","19205,9","4,6"
01.01.2018,Рязанская область,"4920,4","4919,7","41,3","4878,4","4,3"
01.01.2018,Самарская область,"24040,7","24040,2","156,2",23884,"7,5"
01.01.2018,г. Санкт-Петербург,"39531,2","39530,9","678,8","38852,2","7,6"
01.01.2018,Саратовская область,"10247,6","10246,9","61,9",10185,"4,1"
01.01.2018,Сахалинская область,"2191,8","2191,7","25,8","2165,8","4,5"
01.01.2018,Свердловская область,"26955,7","26955,4","416,3","26539,1","6,2"
01.01.2018,г. Севастополь,40,40,"6,5","33,5","0,1"
01.01.2018,Смоленская область,"3830,8","3830,1","21,9","3808,3",4
01.01.2018,Ставропольский край,"10473,6","10472,8","97,5","10375,3","3,7"
01.01.2018,Тамбовская область,"4103,3","4102,7","21,6","4081,1","3,9"
01.01.2018,Тверская область,"4851,5","4850,7","29,2","4821,5","3,7"
01.01.2018,Томская область,"3987,4","3987,1","26,5","3960,6","3,7"
01.01.2018,Тульская область,"6593,4","6593,1","35,3","6557,9","4,4"
01.01.2018,Тюменская область,17373,"17372,1",162,"17210,1","4,9"
01.01.2018,Удмуртская Республика,"6419,4","6418,8","55,7","6363,2","4,2"
01.01.2018,Ульяновская область,"6695,4",6695,"66,3","6628,7","5,3"
01.01.2018,Хабаровский край,"9465,3","9464,8","90,5","9374,3","7,1"
