date,region,number_of_new_remote_accounts,"юридическим лицам, не являющимся кредитными организациями, всего","с доступом через сеть Интернет
",number_of_new_remote_accounts_individuals,number_of_new_remote_accounts_individuals_with_internet,number_of_new_remote_accounts_individuals_with_sms
01.10.2011,Калужская область,"283,1",7,"5,3",276,"3,9","27,7"
01.10.2011,Камчатский край,"153,3","4,7","4,6","148,5",6,"28,6"
01.10.2011,Карачаево-Черкесская Республика,"95,9","1,2","0,8","94,7","14,2","57,2"
01.10.2011,Кемеровская область,"782,8","27,3","19,3","755,5","285,3","202,2"
01.10.2011,Кировская область,"477,2","13,9","12,7","463,3","56,4","261,4"
01.10.2011,Костромская область,"252,2","7,3","3,8","244,9","2,5","57,4"
01.10.2011,Краснодарский край,"1685,5","79,3","41,1","1 606,2","131,7","449,8"
01.10.2011,Красноярский край,"1538,7","30,5","24,2","1 508,2","80,7",331
01.10.2011,Курганская область,"323,1","6,1","4,3","316,9","3,9","172,1"
01.10.2011,Курская область,"510,8","8,9","4,2","501,9","5,4",155
01.10.2011,Ленинградская область,"27,1",8,"5,3","19,1",4,0
01.10.2011,Липецкая область,"715,4",9,"2,9","706,3","48,6","79,5"
01.10.2011,Магаданская область,"62,2","1,6","0,5","60,6","0,1","8,6"
01.10.2011,г. Москва и Московская область,"19254,2","615,5","501,8","18 638,7","6 272,4","2 115,5"
01.10.2011,Мурманская область,"26,5","8,2","6,3","18,4","7,5","1,1"
01.10.2011,Нижегородская область,"692,4","56,1","40,3","636,4","209,5","85,8"
01.10.2011,Новгородская область,"31,7","6,7","3,5",25,4,"0,1"
01.10.2011,Новосибирская область,1847,"86,1","51,5","1 760,9","154,2","104,5"
01.10.2011,Омская область,"464,4","21,5","15,9","442,9","46,8","295,9"
01.10.2011,Оренбургская область,"909,3","10,8","7,7","898,5","127,6","240,1"
01.10.2011,Орловская область,"185,3","5,6","4,7","179,6","2,7","1,7"
01.10.2011,Пензенская область,"260,5","10,2","4,1","250,4","7,4","72,4"
01.10.2011,Пермский край,"1762,5","51,6","42,3","1 710,9",681,"769,4"
01.10.2011,Приморский край,878,"28,2","23,9","849,8","39,9","71,8"
01.10.2011,Псковская область,"59,5","4,2","2,4","55,3","3,6",0
01.10.2011,Республика Адыгея (Адыгея),"81,8","1,3","0,8","80,5","0,7","19,6"
01.10.2011,Республика Алтай,"70,5","0,8","0,6","69,7","10,5","54,1"
01.10.2011,Республика Башкортостан,886,"40,9","34,3","845,1","509,3","143,3"
01.10.2011,Республика Бурятия,"379,8",8,"6,8","371,8","164,2","219,2"
01.10.2011,Республика Дагестан,"138,8","0,7","0,5","138,1","21,8","18,2"
01.10.2011,Республика Ингушетия,"53,1","0,3","0,3","52,8","0,7","26,7"
01.10.2011,Республика Калмыкия,"91,7","1,6","1,1","90,2",9,"3,1"
01.10.2011,Республика Карелия,"72,1","9,4","5,4","62,7","14,2",0
01.10.2011,Республика Коми,"656,7","13,1","8,6","643,6","269,6","290,6"
01.10.2011,Республика Марий Эл,"30,7","5,1",3,"25,6","0,9","0,7"
01.10.2011,Республика Мордовия,"211,2","3,7","0,7","207,4","0,4",59
01.10.2011,Республика Саха (Якутия),"360,1","4,9","2,3","355,2","29,1","31,6"
01.10.2011,Республика Северная Осетия-Алания,"23,2","1,4","1,2","21,8","0,9","0,9"
01.10.2011,Республика Татарстан (Татарстан),"1673,9","44,7","32,1","1 629,2","176,5","101,7"
01.10.2011,Республика Тыва,"118,4","0,7","0,4","117,7","7,1",27
01.10.2011,Республика Хакасия,"131,5","3,9","2,4","127,6",1,"31,6"
01.10.2011,Ростовская область,"1389,8","50,7","29,5","1 339,1","168,3","467,5"
01.10.2011,Рязанская область,"423,2","11,2","5,1",412,"5,1","52,4"
01.10.2011,Самарская область,"2225,8","48,2","31,7","2 177,6","234,9","686,9"
01.10.2011,г. Санкт-Петербург,"4437,8","209,8","167,7","4 227,9","720,4","229,2"
01.10.2011,Саратовская область,"805,7",19,"11,5","786,7","192,8","160,2"
01.10.2011,Сахалинская область,"190,7","7,1","6,9","183,6","19,8","148,5"
01.10.2011,Свердловская область,"1783,6","148,7",129,"1 634,9","465,6","196,6"
01.10.2011,Смоленская область,"252,5","5,9","3,8","246,6","0,4","29,8"
01.10.2011,Ставропольский край,"1038,9","20,4","11,5","1 018,6","70,7","94,8"
01.10.2011,Тамбовская область,"312,3","4,7","2,5","307,6","52,7","216,2"
01.10.2011,Тверская область,"199,5","9,1",6,"190,4","145,9",0
01.10.2011,Томская область,"443,5",17,"13,2","426,5","126,8","84,4"
01.10.2011,Тульская область,"522,9","10,1","6,4","512,9","9,9","56,6"
01.10.2011,Тюменская область,"2414,3","47,8","30,5","2 366,5","267,9","1 227,0"
01.10.2011,Удмуртская Республика,"940,7","23,6","16,6","917,1","449,1","437,1"
01.10.2011,Ульяновская область,371,"12,4",9,"358,6","29,1","115,3"
01.10.2011,Хабаровский край,"1397,8","27,7","9,7","1 370,1",321,"80,2"
01.10.2011,Челябинская область,"1745,1","54,2",30,"1 690,8","769,2","918,9"
01.10.2011,Чеченская Республика,"96,5","0,5","0,4",96,0,0
01.10.2011,Чувашская Республика - Чувашия,"408,9","9,5","7,8","399,4","0,3","235,4"
01.10.2011,Чукотский автономный округ,"22,5","0,2","0,1","22,2","0,2","20,4"
01.10.2011,Ярославская область,"211,1","22,7","18,1","188,4","21,5","102,5"
01.07.2011,Алтайский край,"710,4","22,7","14,5","687,7","140,1","514,4"
01.07.2011,Амурская область,"329,4","6,1","3,8","323,2","128,7","57,6"
01.07.2011,Архангельская область,371,"11,8","7,8","359,1","42,5","234,7"
01.07.2011,Астраханская область,"634,4","6,5","3,4","627,8","5,8","129,5"
01.07.2011,Белгородская область,"815,2","13,2","5,3",802,"99,4","173,2"
01.07.2011,Брянская область,"371,4","6,4","5,2",365,"12,4","254,3"
01.07.2011,Владимирская область,"311,9","15,6","7,3","296,2","23,5","109,2"
01.07.2011,Волгоградская область,"673,7","18,8","13,2","654,8","66,7","185,9"
01.07.2011,Вологодская область,"276,7","14,8","6,5","261,9","54,8","64,3"
01.07.2011,Воронежская область,"1071,5","27,1","17,4","1 044,4","39,9",138
01.07.2011,Еврейская автономная область,"33,8","0,6","0,5","33,2",16,"26,2"
01.07.2011,Забайкальский край,"280,5","4,2","3,4","276,4","40,3","188,4"
01.07.2011,Ивановская область,"115,4","9,2","5,2","106,2","13,2","48,4"
01.07.2011,Иркутская область,"891,2","20,7","13,5","870,5","481,5","43,2"
01.07.2011,Кабардино-Балкарская Республика,"142,4","1,7","1,4","140,7","2,8","0,1"
01.07.2011,Калининградская область,"93,6","19,3","15,2","74,3","4,7","0,5"
01.07.2011,Калужская область,"285,2","7,3","5,4","277,9","3,2","36,6"
01.07.2011,Камчатский край,"98,1","4,5","4,4","93,6","4,1","21,2"
01.07.2011,Карачаево-Черкесская Республика,"79,6","0,8","0,5","78,7","12,6","52,8"
01.07.2011,Кемеровская область,"719,2","26,6","17,9","692,6","258,5","181,2"
01.07.2011,Кировская область,"459,9",13,"11,9","446,9","52,9","231,6"
01.07.2011,Костромская область,"236,3",7,"3,7","229,3","1,9","47,9"
01.07.2011,Краснодарский край,"1449,2","76,9",26,"1 372,3","65,1",386
01.07.2011,Красноярский край,"1365,7","28,8","22,6","1 337,0","93,9","404,5"
01.07.2011,Курганская область,"274,8","5,5","3,8","269,3",3,"154,8"
01.07.2011,Курская область,"472,7","7,9","3,9","464,8","4,6","146,8"
01.07.2011,Ленинградская область,"22,1","5,3","2,6","16,8","3,4",0
01.07.2011,Липецкая область,"793,9","8,3","1,6","785,6","45,8","84,4"
01.07.2011,Магаданская область,"52,9","1,5","0,4","51,4","0,1","8,1"
01.07.2011,г. Москва и Московская область,"16134,8","577,7","462,3","15 557,1","5 262,0","1 187,2"
01.07.2011,Мурманская область,"25,3","8,2","6,3","17,1","7,5",1
01.07.2011,Нижегородская область,"645,8","51,2","36,3","594,7","196,7","74,3"
01.07.2011,Новгородская область,30,"6,3","3,3","23,7","3,5","0,1"
01.07.2011,Новосибирская область,"1561,6","81,4",47,"1 480,2","241,4","128,1"
01.07.2011,Омская область,"494,5","21,5","15,9","473,1",36,"333,7"
01.07.2011,Оренбургская область,"824,8","9,6","5,7","815,2","53,3","192,9"
01.07.2011,Орловская область,"141,4","5,1","4,1","136,2","1,8","1,5"
01.07.2011,Пензенская область,"196,4","8,6","4,7","187,7","43,1",0
01.07.2011,Пермский край,"1562,5","57,3","48,4","1 505,2",599,"665,1"
01.07.2011,Приморский край,"763,4","26,6","21,6","736,8",24,"62,8"
01.07.2011,Псковская область,60,"4,3","2,5","55,7","4,1",0
01.07.2011,Республика Адыгея (Адыгея),"72,1","1,1","0,7",71,"0,4","13,9"
01.07.2011,Республика Алтай,"63,4","0,9","0,7","62,5","10,2","47,4"
01.07.2011,Республика Башкортостан,"656,8","38,2","30,9","618,6","331,5","121,6"
01.07.2011,Республика Бурятия,"351,3",7,"5,8","344,3","151,3","203,9"
01.07.2011,Республика Дагестан,"187,5","0,7","0,5","186,8","13,5","12,8"
01.07.2011,Республика Ингушетия,"43,9","0,2","0,2","43,7","0,6","24,8"
01.07.2011,Республика Калмыкия,"54,2","0,5","0,3","53,7","13,7","18,3"
01.07.2011,Республика Карелия,"68,8","8,9","5,1","59,9","11,2",0
01.07.2011,Республика Коми,"584,3","13,8","9,2","570,5","242,9",236
01.07.2011,Республика Марий Эл,23,"5,1","3,3","17,9","0,7","0,6"
01.07.2011,Республика Мордовия,"189,1","3,6","0,7","185,5","0,4","52,4"
01.07.2011,Республика Саха (Якутия),343,"4,7","2,1","338,3","20,7","46,4"
01.07.2011,Республика Северная Осетия-Алания,"19,5","1,2","1,1","18,3","0,8","0,7"
01.07.2011,Республика Татарстан (Татарстан),"1577,4","42,9","29,9","1 534,4","153,1","90,2"
01.07.2011,Республика Тыва,"104,5","0,6","0,3","103,9","4,6",19
01.07.2011,Республика Хакасия,"112,2","3,5",1,"108,7","0,8","26,3"
01.07.2011,Ростовская область,"1147,2","38,1","26,1","1 109,1",131,"416,8"
01.07.2011,Рязанская область,332,"10,8",5,"321,3","3,3","47,2"
01.07.2011,Самарская область,"1925,5","43,9","27,2","1 881,6","562,4","823,6"
01.07.2011,г. Санкт-Петербург,"3355,6","197,7","154,8","3 157,9","601,1","191,3"
01.07.2011,Саратовская область,"704,2","17,3","9,4","686,9","180,3","133,2"
01.07.2011,Сахалинская область,"165,7","6,6","5,6","159,1","16,7","133,5"
01.07.2011,Свердловская область,"1540,9","132,2","113,3","1 408,7",356,"101,4"
01.07.2011,Смоленская область,"200,7","5,8","3,4","194,9","0,4","26,5"
01.07.2011,Ставропольский край,"910,1","17,7","9,7","892,4","60,5","85,5"
01.07.2011,Тамбовская область,"288,3","3,8","1,4","284,5","67,6","202,8"
01.07.2011,Тверская область,"193,1","9,3","6,3","183,7","141,6",0
01.07.2011,Томская область,"405,8","16,2","8,5","389,5","111,6","77,4"
01.07.2011,Тульская область,"419,3","9,7","6,1","409,6","6,8","49,4"
01.07.2011,Тюменская область,"1810,2","44,2","29,6",1766,"164,6","496,8"
01.07.2011,Удмуртская Республика,"833,5","25,4","18,2","808,1","393,3","388,8"
01.07.2011,Ульяновская область,"342,2","10,9","7,3","331,3","28,2",115
01.07.2011,Хабаровский край,"1126,1","26,3","8,6","1 099,8","257,4","72,3"
01.07.2011,Челябинская область,"1632,8","51,9","26,1","1 580,9","610,4","836,5"
01.07.2011,Чеченская Республика,"75,4","0,3","0,3","75,1",0,"3,9"
01.07.2011,Чувашская Республика - Чувашия,"305,9","9,1","5,5","296,8","64,5","204,8"
01.07.2011,Чукотский автономный округ,14,"0,1","0,1","13,9","0,1","12,3"
01.07.2011,Ярославская область,"174,8","20,8","16,7",154,"12,6",81
01.04.2011,Алтайский край,628,"22,1","14,2","605,9","94,6","479,7"
01.04.2011,Амурская область,"292,4","5,9","3,7","286,6","90,7","49,1"
01.04.2011,Архангельская область,"350,4","11,4",7,339,"40,9",225
01.04.2011,Астраханская область,"625,1",6,"3,8","619,2","4,8","125,9"
01.04.2011,Белгородская область,"775,2","11,6","5,6","763,6","98,3","161,1"
01.04.2011,Брянская область,"373,5",6,5,"367,4","9,9","223,2"
01.04.2011,Владимирская область,"264,5","15,2","7,7","249,3","27,7",101
01.04.2011,Волгоградская область,"545,7","17,2","11,8","528,5",37,"116,8"
01.04.2011,Вологодская область,"221,2","13,8","5,3","207,5","39,6","35,6"
01.04.2011,Воронежская область,"945,3","24,1","15,8","921,2",24,"121,4"
01.04.2011,Еврейская автономная область,"34,2","0,7","0,4","33,5","11,5","22,6"
01.04.2011,Забайкальский край,"246,1","3,7","2,6","242,4","28,6","138,6"
01.04.2011,Ивановская область,"78,7","9,2","5,3","69,5","8,8","39,6"
01.04.2011,Иркутская область,"808,3","18,6","11,5","789,7",404,38
01.04.2011,Кабардино-Балкарская Республика,"131,6","1,1","0,6","130,5","2,5","0,1"
01.04.2011,Калининградская область,"82,1","17,5","13,7","64,7","2,9","0,4"
01.04.2011,Калужская область,"137,9","6,4","4,8","131,5",2,20
01.04.2011,Камчатский край,"81,7","3,9","3,7","77,8","2,2","17,8"
01.04.2011,Карачаево-Черкесская Республика,"58,2","0,8","0,3","57,5",4,"45,5"
