date,region,"The number of accounts opened by institutions of the banking system, per 1 resident, units.",Total number of banking system institutions,institutions of the Bank of Russia,credit institutions,branches of credit organizations,Number of bank institutions per 1 million inhabitants,payments orders with internet,payment requirements with internet,collection orders,volume orders in electronic form with internet,volume payment requirements,volume collection orders,"The number of accounts opened by institutions of the banking system, per 1 resident, units._normalized",Total number of banking system institutions_normalized,institutions of the Bank of Russia_normalized,credit institutions_normalized,branches of credit organizations_normalized,Number of bank institutions per 1 million inhabitants_normalized,payments orders with internet_normalized,payment requirements with internet_normalized,collection orders_normalized,volume orders in electronic form with internet_normalized,volume payment requirements_normalized,volume collection orders_normalized,geometric_mean
2017-10-01,Ulyanovsk region,5.2,266.0,1,1,5,211.0,1846.1,19.0,82.8,256.5,0.2,0.5,0.6001077691433607,0.508279570194776,0.0,0.0,0.3526106776683965,0.6846139011289837,0.6434874912322971,0.5067931201897593,0.5722197409224349,0.49694412290402573,0.0,0.0,0.5361536740067956
2017-10-01,Khabarovsk region,6.8,309.0,3,1,22,231.0,4742.5,22.0,89.2,938.6,0.8,0.8,0.697755214186437,0.5335112916879812,0.4421141069185423,0.0,0.6772144273226737,0.715311415103948,0.7242130757379814,0.5320263251031765,0.5818663293647887,0.6131603022958055,0.0,0.0,0.6056195811182185
2017-10-01,Chelyabinsk region,4.0,818.0,6,6,49,234.0,5178.6,52.7,191.9,1202.5,0.8,1.8,0.5046078087459014,0.6974381325761148,0.7210570514471231,0.3156309976585218,0.8526563106774078,0.7196853583487902,0.7317398780182958,0.682384607487494,0.6811261248033899,0.6353568577335212,0.0,0.1672449291965453,0.5622836224342153
2017-10-01,Chechen Republic,1.0,46.0,1,0,3,34.0,82.8,0.2,7.1,41.9,0.0,0.1,0.0,0.21278742945329157,0.0,0.0,0.24069423281834854,0.06581420939736968,0.37787265401046066,0.0,0.25396200592875257,0.3346286793203216,0.0,0.0,0.21830722820546047
2017-10-01,Chuvash Republic,4.4,316.0,1,3,2,255.0,1079.4,4.8,55.4,130.7,0.1,0.4,0.5393004846530488,0.5372832848542132,0.0,0.19352826016408367,0.15186115299815164,0.7488177706889891,0.597569635261851,0.2699881916533833,0.5201537675055725,0.4365432026379596,0.0,0.0,0.3949110565455367
2017-10-01,Chukotka Autonomous Okrug,3.9510186005314436,27.0,4,0,0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5001230155682485,0.12307086644466061,0.5578858890571617,0.0,0.0,0.9999999966102411,0.0,0.0,0.0,0.0,0.0,0.0,0.43047146529717106
2017-10-01,Yaroslavl region,3.8,298.0,1,5,9,234.0,3112.0,42.6,90.0,432.4,0.4,1.0,0.48593717312176793,0.5274076889883208,0.0,0.2835137766509926,0.48138846563669707,0.7196853583487902,0.6881664562270353,0.6457644179309516,0.5830231779990868,0.5437278516999599,0.0,0.0,0.5342600228829839
2017-10-01,Moscow and Moscow region,15.6,4933.0,8,292,91,254.0,119087.0,333.6,1629.1,70437.4,81.5,33.6,0.9999999963600241,0.999999998316145,0.8368288335857424,0.9999999982384299,0.9882811975357654,0.7474858401020136,0.999999999144393,0.9999999982788126,0.9582433971432966,0.9999999991041416,0.900409147401607,0.9999999971546661,0.9489711049714812
2017-10-01,St. Petersburg,7.4,1308.0,3,30,96,252.0,34409.3,116.3,2037.6,8220.3,7.4,14.1,0.7285338997836641,0.7764769771545196,0.4421141069185423,0.5991447743095145,0.9999999978091066,0.7448061747776971,0.8937740484620322,0.818626503063524,0.9872331743715833,0.8075590959562995,0.40952362488482064,0.7529250713843384,0.7220248969482127
2018-01-01,Altai region,3.9,692.0,3,3,4,290.0,1823.9,41.4,70.6,263.8,0.4,0.3,0.4919810385131208,0.6742386684232944,0.4771212526475512,0.19447996050357608,0.30658097662734796,0.8076783477895553,0.6451208511921366,0.6469522659758606,0.5492414936716796,0.505726693731844,0.0,0.0,0.49502163688904277
2018-01-01,Amurskaya Oblast,5.1,217.0,2,2,6,268.0,951.1,14.3,29.7,160.4,0.1,0.2,0.5889561071992383,0.4813980416131759,0.30102999435662453,0.12270319355510802,0.39625016400808183,0.7812576903286753,0.5891797627832531,0.46224311052616457,0.4375253652142892,0.46059650727419,0.0,0.0,0.42172163250230693
2018-01-01,Arkhangelsk region,3.7,262.0,4,0,7,221.0,1082.2,17.1,32.3,177.6,0.1,0.4,0.472950792465388,0.512734269721339,0.6020599887132491,0.0,0.43034080687200627,0.7166830973252019,0.6002742845722909,0.4933144460592202,0.4483527368502592,0.4698365322921732,0.0,0.0,0.5205987302373528
2018-01-01,Astrakhan region,3.9,216.0,1,3,2,211.0,499.1,11.1,17.3,68.1,0.2,0.2,0.4919810385131208,0.48062997300188287,0.0,0.19447996050357608,0.15329048831367398,0.7011762397287036,0.5337799802245428,0.41822753688095926,0.36779779418021324,0.38288567303354576,0.0,0.0,0.37742052346481786
2018-01-01,Belgorod region,3.9,426.0,2,3,6,275.0,1436.7,37.1,44.7,422.0,0.2,0.2,0.4919810385131208,0.5935653082868284,0.30102999435662453,0.19447996050357608,0.39625016400808183,0.7898924892242217,0.6246188474236167,0.6278972126159479,0.4902721031090655,0.5483436207478977,0.0,0.0,0.47330735794127976
2018-01-01,Bryansk region,3.7,195.0,1,0,3,158.0,666.2,10.6,23.8,118.2,0.2,0.1,0.472950792465388,0.463622375153227,0.0,0.0,0.2429596756944079,0.6043054147477296,0.5585911222473412,0.4102188082357297,0.40895243484484683,0.43290335635968735,0.0,0.0,0.43600658389199076
2018-01-01,Vladimir region,3.9,333.0,1,1,4,237.0,1073.7,11.8,37.1,147.2,0.1,0.2,0.4919810385131208,0.5526094516344093,0.0,0.0,0.30658097662734796,0.7400909313326535,0.5995968037366856,0.4288536469972234,0.46622840679491495,0.4528064526370584,0.0,0.0,0.4904667709322621
2018-01-01,Volgograd region,3.7,559.0,3,4,13,219.0,1983.7,35.7,114.1,230.1,0.5,0.8,0.472950792465388,0.6387470502522566,0.4771212526475512,0.24540638711021603,0.5672422113691621,0.7136386373605135,0.6523366611591186,0.6212133635211006,0.611176853675635,0.4933286741206647,0.0,0.0,0.5300199562460403
2018-01-01,Vologda Region,3.8,324.0,3,3,5,272.0,1484.7,37.3,150.7,248.3,0.3,0.5,0.48259112893156586,0.5480533705045902,0.4771212526475512,0.19447996050357608,0.35592949149452247,0.7862190890689308,0.6274423861507061,0.628831401165968,0.6470722274812345,0.5002338695062412,0.0,0.0,0.4946576492454826
2018-01-01,Voronezh region,6.0,648.0,2,1,15,278.0,7149.3,52.0,56.9,1348.9,0.5,0.3,0.6477052689890884,0.6633144298367462,0.30102999435662453,0.0,0.5988891671889304,0.7935260325336732,0.7624854288109412,0.6865627813146404,0.521407416482605,0.6537524441765049,0.0,0.0,0.6056687684459717
2018-01-01,Jewish Autonomous Region,3.2,48.0,1,0,2,285.0,85.6,1.3,5.7,7.7,0.0,0.0,0.420468774452546,0.2305221186643119,0.0,0.0,0.15329048831367398,0.8018540568179799,0.3822995181706363,0.04558806086379317,0.22455472691206216,0.1851594974238,0.0,0.0,0.23282118446032118
2018-01-01,Zabaykalsky Krai,3.5,239.0,1,1,3,220.0,612.7,10.8,40.6,70.3,0.1,0.1,0.4528627806490379,0.4974557024309553,0.0,0.0,0.2429596756944079,0.7151643269683674,0.5513987000237753,0.41346672806643403,0.47785968998732314,0.3857697661510711,0.0,0.0,0.44877070264799934
2018-01-01,Ivanovo region,3.5,226.0,1,5,2,218.0,1038.7,15.0,20.9,131.8,0.1,0.1,0.4528627806490379,0.4881555358758394,0.0,0.28490799244800724,0.15329048831367398,0.7121059651672046,0.5967494850196741,0.47054715184106893,0.3921880540633908,0.44278237865147035,0.0,0.0,0.41108337318077526
2018-01-01,Irkutsk region,4.5,559.0,3,6,11,231.0,2169.5,32.4,94.2,519.3,0.6,0.5,0.5437107332710787,0.6387470502522566,0.4771212526475512,0.3171831540586841,0.5302979621086749,0.7315035816009563,0.6600289802946414,0.6043601181520287,0.5864495399741562,0.5671638491302355,0.0,0.0,0.5536266782193053
2018-01-01,Kabardino-Balkar Republic,2.8,107.0,2,4,3,124.0,174.7,2.1,30.4,28.5,0.0,0.1,0.37219835196351836,0.3638220508061777,0.30102999435662453,0.24540638711021603,0.2429596756944079,0.523157472072984,0.4435907554561926,0.12891803271033864,0.4405309557706102,0.30387045849392536,0.0,0.0,0.3153760283396076
2018-01-01,Kaliningrad region,3.9,224.0,2,1,10,231.0,1416.3,15.0,33.2,204.8,0.1,0.1,0.4919810385131208,0.48667742339930586,0.30102999435662453,0.0,0.5092199798081966,0.7315035816009563,0.6233901632948293,0.47054715184106893,0.4518985443401204,0.48276274099300714,0.0,0.0,0.49292896024314997
2018-01-01,Kaluga region,4.4,233.0,1,3,4,231.0,1325.4,103.2,38.9,185.9,0.4,0.3,0.5355869937878535,0.4932278503189403,0.0,0.19447996050357608,0.30658097662734796,0.7315035816009563,0.6176910458395196,0.8056613285616607,0.4723410176304795,0.4739797263446827,0.0,0.0,0.47721824849062566
2018-01-01,Kamchatka Krai,4.5,121.0,8,2,4,381.0,397.6,1.5,16.6,70.5,0.2,0.1,0.5437107332710787,0.3842689306034043,0.9030899830698735,0.12270319355510802,0.30658097662734796,0.8990755414547156,0.5142461000582859,0.07045307052047033,0.3624687823082509,0.3860274657466736,0.0,0.0,0.35562240959122876
2018-01-01,Karachay-Cherkess Republic,2.8,43.0,1,3,4,92.0,74.2,1.0,18.2,14.5,0.0,0.1,0.37219835196351836,0.21223044834452978,0.0,0.19447996050357608,0.30658097662734796,0.4231956656498245,0.3700202946310675,0.0,0.37434104904435594,0.24257254984373494,0.0,0.0,0.300770167416222
2018-01-01,Kemerovo region,4.1,524.0,2,6,8,192.0,1878.7,38.7,84.4,587.9,0.8,0.5,0.5100593651338943,0.6279953290534949,0.30102999435662453,0.3171831540586841,0.4598714649410219,0.6695752559364873,0.6476642234316851,0.6352337599518824,0.5722763481215243,0.5784187271703648,0.0,0.0,0.513814611517518
2018-01-01,Kirov region,4.1,368.0,1,3,5,282.0,2211.2,10.4,75.9,216.1,0.2,0.5,0.5100593651338943,0.5692282048392192,0.0,0.19447996050357608,0.35592949149452247,0.7983102323229219,0.661664704615785,0.4069090195591662,0.5585807959430263,0.4876345471184392,0.0,0.0,0.47262296895751343
2018-01-01,Kostroma region,5.8,152.0,1,7,3,232.0,778.0,9.8,30.6,89.4,0.1,0.2,0.6354501566124786,0.42219722766301127,0.0,0.3444714143791194,0.2429596756944079,0.732950185533701,0.5719198506971404,0.3965836861352109,0.4413769907640973,0.4075718606239882,0.0,0.0,0.4440676937852299
2018-01-01,Krasnodar region,4.5,1422.0,7,10,34,261.0,9174.9,67.5,255.0,1921.8,1.5,1.8,0.5437107332710787,0.794003844335251,0.8450980363440426,0.4076111860031153,0.7798596632129359,0.7723943448996312,0.7839178003146908,0.7318936124471339,0.7149331254569451,0.6858613865950447,0.08837466953633408,0.1736757931055744,0.519545852909916
2018-01-01,Krasnoyarsk region,5.4,646.0,3,2,17,226.0,5100.2,49.4,120.2,1611.0,0.8,1.2,0.6096183704365822,0.6628004060620374,0.4771212526475512,0.12270319355510802,0.6265691748992618,0.7241753178567418,0.7334685876152053,0.677650127637547,0.6178964364736652,0.6698594599944563,0.0,0.053871315678293015,0.4397608497656034
2018-01-01,Kurgan region,3.7,302.0,1,2,4,347.0,602.2,29.9,23.6,77.2,0.1,0.1,0.472950792465388,0.5363606819624873,0.0,0.12270319355510802,0.30658097662734796,0.8677719941451021,0.5499135715261254,0.5904073084239386,0.40786365307384087,0.39426274943895423,0.0,0.0,0.4228661726554274
2018-01-01,Kursk region,4.5,253.0,1,1,4,226.0,884.0,15.2,31.9,157.3,0.2,0.1,0.5437107332710787,0.5069217205618852,0.0,0.0,0.30658097662734796,0.7241753178567418,0.5828939578982917,0.4728486245834038,0.44674499175710314,0.45882621747476804,0.0,0.0,0.49242451554223676
2018-01-01,Leningrad region,3.9510186005314436,347.0,4,1,3,195.0,171.4,0.0,0.2,42.5,0.0,0.0,0.49667929114626613,0.5594575129125617,0.6020599887132491,0.0,0.2429596756944079,0.674767426448613,0.441952317678295,0.0,0.0,0.3401182520436758,0.0,0.0,0.4563635414908015
2018-01-01,Lipetsk region,4.3,292.0,1,1,4,252.0,1061.2,21.1,26.7,327.3,0.1,0.1,0.527276485406908,0.5307612789018422,0.0,0.0,0.30658097662734796,0.7606426728249308,0.5985907020208464,0.529837572361317,0.42378687996931774,0.5252916078735288,0.0,0.0,0.5104292184648758
2018-01-01,Magadan Region,8.1,62.0,3,0,2,419.0,212.7,3.2,8.9,56.5,0.1,0.1,0.7561904362876052,0.2730803987076303,0.4771212526475512,0.0,0.15329048831367398,0.9309138884898229,0.4605001144487753,0.20210751650502307,0.2820440607003881,0.3659467615944622,0.0,0.0,0.37158487592401723
2018-01-01,Murmansk region,4.6,211.0,3,2,4,275.0,740.0,9.5,30.6,127.0,0.0,0.2,0.5516559144925869,0.47673549619986466,0.4771212526475512,0.12270319355510802,0.30658097662734796,0.7898924892242217,0.567617488021273,0.3911814276435051,0.4413769907640973,0.43941716319111385,0.0,0.0,0.41741343990630514
2018-01-01,Nizhny Novgorod Region,5.6,880.0,3,7,41,269.0,13093.8,21.0,189.6,3140.0,1.9,1.5,0.6227649535325511,0.7142033067905503,0.4771212526475512,0.3444714143791194,0.821261762953809,0.7825049479703923,0.8144753441528145,0.5290121140309372,0.6766984785623379,0.7303965149072961,0.13989767293605257,0.11980447742728136,0.48458853868360696
2018-01-01,Novgorod region,3.9,172.0,2,2,4,278.0,652.2,7.1,21.8,76.5,0.1,0.1,0.4919810385131208,0.44275256700884164,0.30102999435662453,0.12270319355510802,0.30658097662734796,0.7935260325336732,0.5567663796223905,0.3405834269972482,0.3976276365717406,0.3934364960014409,0.0,0.0,0.3770447682574305
2018-01-01,Novosibirsk region,10.2,673.0,2,6,41,245.0,14782.1,137.0,172.6,3810.6,98.3,1.0,0.839522708768271,0.6696091465380299,0.30102999435662453,0.3171831540586841,0.821261762953809,0.7512085760183747,0.8248950877375959,0.854889252355271,0.6645783759434283,0.7479547304510796,0.9999999978204125,0.0,0.6669108959589123
2018-01-01,Omsk region,4.3,474.0,2,3,10,240.0,1332.9,50.6,80.3,175.7,0.3,0.4,0.527276485406908,0.6113193875003875,0.30102999435662453,0.19447996050357608,0.5092199798081966,0.7443034181923416,0.6181758461345342,0.6818205354670427,0.5658514447271612,0.46886086835114604,0.0,0.0,0.4901144620049511
2018-01-01,Orenburg region,4.2,600.0,5,5,5,300.0,1079.7,22.0,55.1,165.4,0.2,0.3,0.5187704178145415,0.65051684315178,0.6989700013004305,0.28490799244800724,0.35592949149452247,0.8190315804481959,0.6000755794550019,0.5370953692274958,0.5172599919927355,0.463380955376407,0.0,0.0,0.5223920957577909
2018-01-01,Oryol Region,4.3,177.0,1,0,6,231.0,532.8,12.4,27.0,78.1,0.1,0.1,0.527276485406908,0.447517550878078,0.0,0.0,0.39625016400808183,0.7315035816009563,0.5393937062189645,0.43747154462100524,0.425228457806789,0.3953141350273821,0.0,0.0,0.4777292603560002
2018-01-01,Penza region,4.0,341.0,1,1,5,252.0,1016.4,12.3,31.9,138.8,0.3,0.2,0.5011332031380654,0.5565570924267641,0.0,0.0,0.35592949149452247,0.7606426728249308,0.5948848518693566,0.43606458428797057,0.44674499175710314,0.4474764885503177,0.0,0.0,0.5001527373503483
2018-01-01,Perm,3.8,781.0,4,4,14,296.0,4057.4,93.6,157.3,655.8,0.7,1.0,0.48259112893156586,0.6943575451710986,0.6020599887132491,0.24540638711021603,0.5836312951856802,0.8145363681266379,0.7138163684811529,0.7886957997303555,0.6526024972343945,0.5883332608628171,0.0,0.0,0.5897263504629574
2018-01-01,Primorsky Krai,4.6,479.0,3,8,11,248.0,3487.4,23.1,58.2,742.2,0.4,0.4,0.5516559144925869,0.6130642782087287,0.4771212526475512,0.36810958066532407,0.5302979621086749,0.7552843458769014,0.7008098852104627,0.5455730823727101,0.5243219771959148,0.5995598164272268,0.0,0.0,0.5567105286223495
2018-01-01,Pskov region,3.6,159.0,2,2,6,244.0,619.1,10.2,26.6,73.1,0.0,0.2,0.4630463045855591,0.42968406069896664,0.30102999435662453,0.12270319355510802,0.39625016400808183,0.7498388878526179,0.5522914875897977,0.40353495914088233,0.4233027522936108,0.3893125951090528,0.0,0.0,0.389419395103625
2018-01-01,Republic of Adygea,2.9,89.0,1,2,2,198.0,150.0,1.2,14.2,15.6,0.0,0.1,0.3848835550434458,0.3331933197066684,0.0,0.12270319355510802,0.15329048831367398,0.6798803240784431,0.4304941443649062,0.031679947895244726,0.34232094447258943,0.24920548486539654,0.0,0.0,0.23147708033132977
2018-01-01,Altai Republic,3.3,46.0,1,1,1,215.0,104.2,2.5,9.5,7.5,0.0,0.0,0.43159245806984364,0.22344502684275136,0.0,0.0,0.0,0.7074654065292094,0.3991929260787182,0.15921344219034994,0.29046138462402127,0.18277224921120044,0.0,0.0,0.3022049461784833
2018-01-01,Republic of Bashkortostan,4.5,1022.0,4,4,16,251.0,5062.1,42.4,132.4,847.9,0.6,0.8,0.5437107332710787,0.7390789218073879,0.6020599887132491,0.24540638711021603,0.6131619532546959,0.7593111072945037,0.7328243598326515,0.6510994473659784,0.6303688678849163,0.611637330829182,0.0,0.0,0.5897005417496645
2018-01-01,The Republic of Buryatia,4.1,200.0,2,0,4,204.0,668.3,8.6,38.5,67.9,0.1,0.1,0.5100593651338943,0.4678323863169166,0.30102999435662453,0.0,0.30658097662734796,0.6898777318499368,0.5588615215243623,0.3738872993458174,0.4710074670069978,0.3826188781452088,0.0,0.0,0.4362341802402948
2018-01-01,The Republic of Dagestan,1.5,131.0,1,6,5,44.0,186.8,2.3,24.8,39.5,0.0,0.1,0.14657206585102298,0.397473210389183,0.0,0.3171831540586841,0.35592949149452247,0.176182417104678,0.4493444100412412,0.14472516623954693,0.4142626441799139,0.33347795686974074,0.0,0.0,0.2795018390822079
2018-01-01,The Republic of Ingushetia,1.5,12.0,1,0,2,26.0,28.0,0.1,5.3,7.4,0.0,0.0,0.14657206585102298,0.0,0.0,0.0,0.15329048831367398,0.0,0.28628995032764376,0.0,0.21516732417630605,0.18155464439732075,0.0,0.0,0.190559778978916
2018-01-01,Republic of Kalmykia,3.4,37.0,1,0,1,132.0,78.8,1.0,7.5,5.3,0.0,0.0,0.4423840413482153,0.18724053796468249,0.0,0.0,0.0,0.5440948074935192,0.37518804777428094,0.0,0.25996253421794896,0.1512780136367192,0.0,0.0,0.29543928747193393
2018-01-01,The Republic of Karelia,3.8,166.0,2,1,5,262.0,653.5,9.4,20.3,62.0,0.0,0.1,0.48259112893156586,0.43684828197429226,0.30102999435662453,0.0,0.35592949149452247,0.7736749900155128,0.556937461710646,0.38934269459345744,0.38842992795545367,0.37437317164206074,0.0,0.0,0.4344210927705963
2018-01-01,Komi Republic,4.7,245.0,5,1,8,283.0,890.1,21.4,44.8,95.9,0.1,0.5,0.559430218285484,0.5015787208860398,0.6989700013004305,0.0,0.4598714649410219,0.7994956788340138,0.5834847815894727,0.5322906764244155,0.4905604157970672,0.4139383829621664,0.0,0.0,0.549232034242823
2018-01-01,Mari El Republic,3.5,155.0,1,2,4,225.0,438.4,3.2,16.9,59.0,0.0,0.1,0.4528627806490379,0.42544723128528644,0.0,0.12270319355510802,0.30658097662734796,0.7226902232292023,0.5226388347753445,0.20210751650502307,0.3647796478005135,0.3698742233583866,0.0,0.0,0.3478950627036241
2018-01-01,The Republic of Mordovia,4.6,251.0,1,3,3,310.0,536.4,2.0,22.2,91.0,0.0,0.4,0.5516559144925869,0.5056019790416098,0.0,0.19447996050357608,0.2429596756944079,0.8300125081327557,0.5399722678687117,0.12044031956512433,0.3999735170923592,0.40918095286785855,0.0,0.0,0.3655069485984408
2018-01-01,The Republic of Sakha (Yakutia),4.5,316.0,5,2,5,330.0,755.6,9.4,58.9,146.1,0.2,0.6,0.5437107332710787,0.54389598999768,0.6989700013004305,0.12270319355510802,0.35592949149452247,0.850949843553291,0.5694098649439883,0.38934269459345744,0.5258645047401962,0.4521260456534737,0.0,0.0,0.4578631063549221
2018-01-01,Republic of North Ossetia - Alania,3.2,71.0,2,1,5,101.0,101.1,1.2,20.4,13.4,0.0,0.1,0.420468774452546,0.29561979211980893,0.30102999435662453,0.0,0.35592949149452247,0.4544514393406614,0.39659808833808746,0.031679947895244726,0.38906393352703705,0.23541606480832183,0.0,0.0,0.26729521293939923
2018-01-01,Republic of Tatarstan,4.8,1167.0,6,15,16,303.0,5263.9,34.4,131.6,2097.3,0.2,0.9,0.5670408403035689,0.7611409679568416,0.7781512470041756,0.4793879529515833,0.6131619532546959,0.8223638297295025,0.7361828864196183,0.614767938476066,0.6295869268599955,0.6937884197253091,0.0,0.0,0.6615229941886698
2018-01-01,Tyva Republic,3.1,55.0,1,1,3,175.0,85.4,3.5,9.0,8.2,0.0,0.3,0.4089918996068625,0.25315906946192657,0.0,0.0,0.2429596756944079,0.6385279641667919,0.3820985447917059,0.21767840438021824,0.28348563853785935,0.19086642289839473,0.0,0.0,0.30365763516159117
2018-01-01,The Republic of Khakassia,3.6,132.0,1,2,1,246.0,493.6,8.9,16.8,50.2,0.1,0.3,0.4630463045855591,0.3987377530512897,0.0,0.12270319355510802,0.0,0.7525726849908069,0.5328279438048231,0.37984532252355335,0.36401394897038863,0.3552224931310938,0.0,0.0,0.3812334898181763
2018-01-01,Rostov region,4.6,990.0,4,11,40,233.0,7528.0,51.5,168.9,1551.6,2.4,1.3,0.5516559144925869,0.7337890424638094,0.6020599887132491,0.42448330749231294,0.8158009564355444,0.7343905674948215,0.7669199832127025,0.6848839407011948,0.6617825210968125,0.6664516187240525,0.19081607469021244,0.077521870492826,0.49422925046327715
2018-01-01,Ryazan Oblast,4.3,240.0,1,3,6,211.0,1238.5,18.5,51.1,185.5,0.3,0.2,0.527276485406908,0.49815001057412395,0.0,0.19447996050357608,0.39625016400808183,0.7011762397287036,0.6118647902704372,0.5069879085508389,0.5075363809255118,0.47378433543091536,0.0,0.0,0.4671098216936181
2018-01-01,Samara Region,7.5,728.0,2,12,22,227.0,7838.3,39.7,2323.3,1446.2,2.0,8.2,0.7283696976746079,0.6826719066427209,0.30102999435662453,0.43988634761379214,0.683588450422349,0.7256538557537607,0.7703903546584209,0.6396666190274828,0.9999999987098013,0.6600704076732968,0.15107749544181653,0.6217173506381939,0.5622427026338175
2018-01-01,Saratov region,4.1,574.0,2,8,5,230.0,1759.7,26.3,91.8,260.0,0.5,0.5,0.5100593651338943,0.6431503055500781,0.30102999435662453,0.36810958066532407,0.35592949149452247,0.7300507017095963,0.6420421579443916,0.5681158907079126,0.5831198100330269,0.5044105242219501,0.0,0.0,0.5018546485127706
2018-01-01,Sakhalin region,4.5,135.0,3,3,5,276.0,1034.6,9.2,16.0,216.6,0.2,0.3,0.5437107332710787,0.4024746869152271,0.4771212526475512,0.19447996050357608,0.35592949149452247,0.7911080560386656,0.5964096823973071,0.3856058053697956,0.3577190481274777,0.48784418482820935,0.0,0.0,0.4325856738919333
2018-01-01,Sverdlovsk region,6.2,1063.0,3,11,48,246.0,15555.2,236.5,659.1,3106.1,3.8,2.9,0.6595585011758953,0.7456195720530796,0.4771212526475512,0.42448330749231294,0.8561216289491038,0.7525726849908069,0.8292749175549472,0.9497557911985388,0.8374519104760789,0.7294118666114203,0.2909751683778691,0.3145945505687398,0.6131962904411418
2018-01-01,Smolensk region,4.0,159.0,1,0,3,165.0,732.2,7.8,21.1,116.7,0.1,0.1,0.5011332031380654,0.42968406069896664,0.0,0.0,0.2429596756944079,0.6188229697493736,0.5667070795209432,0.3569217705145122,0.39341682405778544,0.4317448451254542,0.0,0.0,0.42734325298145814
2018-01-01,Stavropol region,3.7,531.0,4,3,20,190.0,3096.1,33.2,100.7,456.7,0.6,0.6,0.472950792465388,0.6302020077129414,0.6020599887132491,0.19447996050357608,0.6625104681218704,0.6660685402330561,0.6905847360180036,0.6085983441613423,0.5950584708321968,0.5555116680392672,0.0,0.0,0.540794492248937
2018-01-01,Tambov Region,3.9,268.0,1,1,3,252.0,621.7,15.3,25.1,91.8,0.1,0.1,0.4919810385131208,0.5164994092606396,0.0,0.0,0.2429596756944079,0.7606426728249308,0.5526515490594388,0.47398802966135267,0.4158140040437421,0.4099749202705904,0.0,0.0,0.46259510277940064
2018-01-01,Tver region,3.7,204.0,1,2,5,155.0,987.6,8.7,26.3,173.6,0.1,0.2,0.472950792465388,0.471125297063338,0.0,0.12270319355510802,0.35592949149452247,0.5978856343288382,0.5924152376163411,0.3758960922594615,0.4218393731931287,0.4677701514426468,0.0,0.0,0.3988885356535716
2018-01-01,Tomsk region,3.7,227.0,2,1,11,211.0,1067.6,28.4,34.1,394.0,0.4,0.1,0.472950792465388,0.4888896940604582,0.30102999435662453,0.0,0.5302979621086749,0.7011762397287036,0.5991072978219149,0.5814640661274968,0.4553495045045639,0.5421159661936563,0.0,0.0,0.507308378712623
2018-01-01,Tula region,4.4,305.0,1,2,7,202.0,1248.4,11.7,26.6,345.6,1.1,0.2,0.5355869937878535,0.5380043845589052,0.0,0.12270319355510802,0.43034080687200627,0.6865783131445788,0.6125488336081159,0.42737484103498247,0.4233027522936108,0.5302266830072953,0.020773687982564522,0.0,0.3240074722178048
2018-01-01,Tyumen region,4.9,1004.0,10,7,22,280.0,5291.6,67.4,148.1,1839.3,1.7,1.8,0.5744945310435237,0.7361240977059217,0.9999999956570552,0.3444714143791194,0.683588450422349,0.7959266757148549,0.7366338135927204,0.7316360013521196,0.6448268450207734,0.6818812787507911,0.11565507215420485,0.1736757931055744,0.5184677000245489
2018-01-01,Udmurt republic,4.2,363.0,1,3,3,239.0,1901.5,54.4,109.5,265.9,0.4,0.3,0.5187704178145415,0.5669533874382676,0.0,0.19447996050357608,0.2429596756944079,0.7429051352018488,0.6487006291167119,0.6944028473157849,0.6058675945567213,0.5064459401391167,0.0,0.0,0.4828650075446585
2018-01-01,Ulyanovsk region,5.3,272.0,1,1,5,215.0,1454.1,19.1,48.6,211.5,0.3,0.2,0.6028613289650323,0.5189629588927865,0.0,0.0,0.35592949149452247,0.7074654065292094,0.6256531340235509,0.5125338682100126,0.5010646193637596,0.4856828024868486,0.0,0.0,0.5291645029248087
2018-01-01,Khabarovsk region,7.1,323.0,3,1,21,241.0,4321.6,20.9,80.5,785.5,0.6,0.9,0.7085570028506187,0.5475393467298815,0.4771212526475512,0.0,0.6733004825664142,0.7456958870995577,0.7192362408998175,0.5281827155504022,0.5661723898533358,0.604703239606921,0.0,0.0,0.6122464206172757
2018-01-01,Chelyabinsk region,4.1,827.0,5,6,48,236.0,4414.9,52.8,173.8,1006.9,0.8,1.2,0.5100593651338943,0.7038740492960628,0.6989700013004305,0.3171831540586841,0.8561216289491038,0.7386749110846846,0.7210713636720901,0.6892156366878648,0.6654722816499277,0.6272275906049587,0.0,0.053871315678293015,0.5064729942614367
2018-01-01,Chechen Republic,1.0,46.0,1,0,3,34.0,70.1,0.3,6.1,28.9,0.0,0.1,0.0,0.22344502684275136,0.0,0.0,0.2429596756944079,0.08983846765717828,0.3651367081122566,0.0,0.23330518975901357,0.30513473257115664,0.0,0.0,0.22413333918935152
2018-01-01,Chuvash Republic,4.5,325.0,1,3,2,262.0,907.7,3.7,46.6,105.0,0.1,0.4,0.5437107332710787,0.5485658102281756,0.0,0.19447996050357608,0.15329048831367398,0.7736749900155128,0.5851670280275314,0.22733414679536465,0.4956428185098682,0.4221616585343711,0.0,0.0,0.3862817184126418
2018-01-01,Chukotka Autonomous Okrug,3.9510186005314436,26.0,4,0,0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49667929114626613,0.12857108574070747,0.6020599887132491,0.0,0.0,0.9999999966511172,0.0,0.0,0.0,0.0,0.0,0.0,0.44280731044843397
